review_id,employee_id,review_type,evaluation_period_start,evaluation_period_end,self_evaluation_timestamp,self_rating,self_comment,manager_evaluation_timestamp,manager_rating,manager_comment,rating_gap,evaluation_status
CR01021,EMP095,분기 평가,2022-12-18,2023-04-05,2023-04-07 11:55:00,A,이번 평가 기간의 핵심 성과는 생산성 26% 향상입니다. 또한 고객 만족도 점수 상승에 기여했습니다.,2023-04-12 18:34:00,B,"기본 책임 이행했으나, 보다 적극적인 태도이 필요합니다. 다음 평가에서는 도전적 목표 설정 기대.",1,완료
CR01022,EMP095,목표 달성 평가,2021-10-12,2022-01-03,2022-01-05 16:03:00,A,"업무 효율화 방안 제안 및 실행하고, 혁신 과제 일정 대비 11일 조기 완료하며 기대 이상의 결과를 냈다고 자평합니다. 팀 내 갈등 조정에 기여하는 과정도 개인 성장에 도움이 되었습니다.",2022-01-12 17:49:00,B,평균적인 성과입니다. 시야 확대 필요. 개선 계획 수립하겠습니다.,1,완료
CR01023,EMP095,프로젝트 종료 평가,2022-07-23,2022-08-28,2022-09-02 09:13:00,A,이번 평가 기간의 핵심 성과는 분기 목표 112% 달성입니다. 또한 신규 도구 도입으로 품질 향상했습니다.,2022-09-07 11:48:00,B,"맡은 업무는 수행했으나, 능동적인 문제 해결이 필요합니다. 다음 평가에서는 자기주도적 개선 기대.",1,완료
CR01024,EMP095,분기 평가,2021-06-14,2021-09-24,2021-10-01 15:26:00,B,"프로세스 자동화 방안 제안 및 실행하고, 분기 목표 113% 달성하며 기대 이상의 결과를 냈다고 자평합니다. 유관 팀과 5회 이상 협업 프로젝트 수행하는 과정도 개인 성장에 도움이 되었습니다.",2021-10-03 12:04:00,B,"맡은 업무는 수행했으나, 선제적 대응이 필요합니다. 다음 평가에서는 역량 향상 노력 기대.",0,완료
CR01025,EMP095,프로젝트 종료 평가,2023-08-22,2023-10-05,2023-10-06 09:47:00,S,"품질 개선 방안 제안 및 실행하고, 프로젝트 일정 대비 19일 조기 완료하며 기대 이상의 결과를 냈다고 자평합니다. 팀 내 의견 조율에 기여하는 과정도 개인 성장에 도움이 되었습니다.",2023-10-14 12:18:00,A,이해관계자 기대 부응하는 우수한 성과. 보다 도전적인 과제 부여 검토.,1,완료
CR01026,EMP095,프로젝트 종료 평가,2022-09-08,2022-12-15,2022-12-18 18:01:00,A,"신기술 도입 방안 제안 및 실행하고, 매출 40% 향상하며 기대 이상의 결과를 냈다고 자평합니다. 타 부서와 3회 이상 협업 프로젝트 수행하는 과정도 개인 성장에 도움이 되었습니다.",2022-12-24 09:46:00,B,기본 목표는 달성했으나 커뮤니케이션 개선 필요한 부분이 있습니다. 시간 관리 능력 향상 권장.,1,완료
CR01027,EMP095,수시 평가,2023-05-29,2023-08-11,2023-08-17 16:28:00,A,이번 평가 기간의 핵심 성과는 중요 deliverable 5건 완료입니다. 또한 고객 만족도 점수 상승에 기여했습니다.,2023-08-26 15:10:00,B,평균적인 성과입니다. 기술적 역량 보완 필요. 멘토링 지원 예정하겠습니다.,1,완료
CR01028,EMP095,분기 평가,2021-07-19,2021-09-19,2021-09-23 09:35:00,S,혁신 과제 일정 대비 16일 조기 완료한 것이 주요 성과입니다. 특히 팀 전체 생산성 향상에 기여한 점이 의미 있었습니다.,2021-09-26 12:53:00,A,일정 내 품질 기준 충족하는 우수한 성과. 역량 확장 기회 제공 예정.,1,완료
CR01029,EMP095,수시 평가,2023-10-04,2024-01-04,2024-01-09 09:50:00,A,이번 평가 기간의 핵심 성과는 분기 목표 110% 달성입니다. 또한 고객 만족도 점수 상승에 기여했습니다.,2024-01-18 13:47:00,A,팀 목표 달성에 기여하는 우수한 성과. 승진 검토 대상.,0,완료
CR01030,EMP095,목표 달성 평가,2024-04-20,2024-06-04,2024-06-10 15:46:00,S,이번 평가 기간의 핵심 성과는 생산성 24% 향상입니다. 또한 업무 효율화로 팀 전체 시간 20% 절감했습니다.,2024-06-16 10:29:00,A,"전반적으로 만족스러운 성과입니다. 커뮤니케이션 역량에서 강점을 보였으나, 전략적 사고 강화 시 S등급 기대.",1,완료
CR01031,EMP095,프로젝트 종료 평가,2021-07-31,2021-11-05,2021-11-11 09:09:00,S,"해당 기간 동안 업무 개선안 일정 대비 14일 조기 완료하였습니다. 기술 블로그 작성으로 지식 공유하며 전문성을 높였고, 문서화 강화로 협업 효율성 증대하였습니다.",2021-11-13 15:00:00,S,"목표를 136% 초과 달성하는 탁월한 성과를 보였습니다. 팀 성과를 이끄는 핵심 역할 수행했으며, 핵심 프로젝트 리더 역할 부여 검토.",0,완료
CR01032,EMP095,수시 평가,2021-09-30,2021-11-28,2021-11-29 10:08:00,S,"외부 파트너와 5회 이상 협업 프로젝트 수행하며 팀워크를 강화했고, 분기 목표 129% 달성하는 성과를 냈습니다. 향후 혁신 프로젝트 리딩에 도전하고 싶습니다.",2021-12-07 09:12:00,A,"목표 101% 달성으로 우수한 성과를 보였습니다. 기술적 전문성가 돋보였으며, 전문가로서 입지 확고.",1,완료
CR01033,EMP096,프로젝트 종료 평가,2021-06-15,2021-09-11,2021-09-18 13:26:00,S,"해당 기간 동안 생산성 17% 향상하였습니다. 사내 세미나 발표으로 지식 공유하며 전문성을 높였고, 팀 내 문제 해결에 기여하였습니다.",2021-09-28 17:09:00,A,"전반적으로 만족스러운 성과입니다. 기술적 깊이에서 강점을 보였으나, 더 큰 그림을 보는 시각 강화 시 S등급 기대.",1,완료
CR01034,EMP096,목표 달성 평가,2019-11-04,2020-02-16,2020-02-20 14:57:00,S,"투명한 정보 공유로 협업 효율성 증대하며 팀워크를 강화했고, 주요 마일스톤 6건 완료하는 성과를 냈습니다. 향후 혁신 프로젝트 리딩에 도전하고 싶습니다.",2020-02-29 15:44:00,A,안정적 결과물 산출하는 우수한 성과. 차기 프로젝트 핵심 역할 기대.,1,완료
CR01035,EMP096,프로젝트 종료 평가,2022-04-30,2022-08-02,2022-08-05 18:32:00,B,"사내 교육를 통해 전문성 강화하고, 업무 개선안 일정 대비 16일 조기 완료하며 기대 이상의 결과를 냈다고 자평합니다. 문서화 강화로 협업 효율성 증대하는 과정도 개인 성장에 도움이 되었습니다.",2022-08-11 13:10:00,C,업무 이해도 부족로 인해 기대에 미치지 못했습니다. 향후 3개월간 집중 관리을 통해 개선 필요.,1,완료
CR01036,EMP096,목표 달성 평가,2022-03-26,2022-07-05,2022-07-10 18:03:00,A,매출 28% 향상한 것이 주요 성과입니다. 특히 팀 전체 생산성 향상에 기여한 점이 의미 있었습니다.,2022-07-17 16:30:00,A,일정 내 품질 기준 충족하는 우수한 성과. 승진 검토 대상.,0,완료
CR01037,EMP096,프로젝트 종료 평가,2021-10-07,2021-11-22,2021-11-25 10:44:00,A,"프로젝트 팀원 4명 지원하며 팀워크를 강화했고, 혁신 과제 일정 대비 12일 조기 완료하는 성과를 냈습니다. 향후 리더 포지션에 도전하고 싶습니다.",2021-11-28 11:57:00,A,"전반적으로 만족스러운 성과입니다. 커뮤니케이션 역량에서 강점을 보였으나, 더 큰 그림을 보는 시각 강화 시 S등급 기대.",0,완료
CR01038,EMP096,목표 달성 평가,2020-06-12,2020-07-29,2020-08-03 17:40:00,A,"해당 기간 동안 업무 개선안 일정 대비 11일 조기 완료하였습니다. 품질 개선 방안 제안 및 실행하며 전문성을 높였고, 크로스 팀으로 6회 이상 협업 프로젝트 수행하였습니다.",2020-08-08 16:24:00,B,"맡은 업무는 수행했으나, 능동적인 문제 해결이 필요합니다. 다음 평가에서는 역량 향상 노력 기대.",1,완료
CR01039,EMP096,수시 평가,2019-12-21,2020-03-24,2020-03-31 13:19:00,A,"해당 기간 동안 프로젝트 일정 대비 15일 조기 완료하였습니다. 신기술 도입 방안 제안 및 실행하며 전문성을 높였고, 팀 내 갈등 조정에 기여하였습니다.",2020-04-02 13:25:00,A,"전반적으로 만족스러운 성과입니다. 리더십 발휘에서 강점을 보였으나, 전략적 사고 강화 시 S등급 기대.",0,완료
CR01040,EMP096,수시 평가,2021-07-22,2021-10-27,2021-11-03 10:21:00,B,이번 평가 기간의 핵심 성과는 혁신 과제 일정 대비 18일 조기 완료입니다. 또한 신규 도구 도입으로 품질 향상했습니다.,2021-11-10 14:26:00,C,목표 달성률 62%로 개선이 필요합니다. 우선순위 설정 오류가 주된 원인으로 파악됩니다. 역량 개발 계획 수립 예정.,1,완료
CR01041,EMP096,프로젝트 종료 평가,2020-04-14,2020-08-02,2020-08-04 13:44:00,A,"해당 기간 동안 매출 22% 향상하였습니다. 업무 효율화 방안 제안 및 실행하며 전문성을 높였고, 신규 입사자 2명 지원하였습니다.",2020-08-10 15:04:00,B,"맡은 업무는 수행했으나, 선제적 대응이 필요합니다. 다음 평가에서는 역량 향상 노력 기대.",1,완료
CR01042,EMP097,분기 평가,2024-02-23,2024-05-18,2024-05-19 11:06:00,B,"해당 기간 동안 프로젝트 일정 대비 10일 조기 완료하였습니다. 업무 효율화 방안 제안 및 실행하며 전문성을 높였고, 타 부서와 5회 이상 협업 프로젝트 수행하였습니다.",2024-05-23 16:50:00,C,목표 달성률 76%로 개선이 필요합니다. 시간 관리 미흡가 주된 원인으로 파악됩니다. 집중 육성 프로그램 배정 예정.,1,완료
CR01043,EMP097,분기 평가,2024-01-04,2024-03-24,2024-03-25 17:03:00,A,이번 평가 기간의 핵심 성과는 핵심 KPI 8건 완료입니다. 또한 고객 만족도 점수 상승에 기여했습니다.,2024-03-31 12:36:00,B,평균적인 성과입니다. 시야 확대 필요. 교육 기회 제공하겠습니다.,1,완료
CR01044,EMP097,수시 평가,2023-12-24,2024-03-04,2024-03-10 10:17:00,A,분기 목표 133% 달성한 것이 주요 성과입니다. 특히 프로세스 혁신안 제안 및 적용한 점이 의미 있었습니다.,2024-03-20 14:22:00,B,"주어진 역할 완수했으나, 선제적 대응이 필요합니다. 다음 평가에서는 성과 제고 기대.",1,완료
CR01045,EMP097,수시 평가,2022-11-16,2023-03-13,2023-03-15 11:16:00,B,이번 평가 기간의 핵심 성과는 분기 목표 114% 달성입니다. 또한 업무 효율화로 팀 전체 시간 20% 절감했습니다.,2023-03-21 17:14:00,B,"맡은 업무는 수행했으나, 능동적인 문제 해결이 필요합니다. 다음 평가에서는 자기주도적 개선 기대.",0,완료
CR01046,EMP097,수시 평가,2022-07-13,2022-10-24,2022-10-25 15:09:00,S,"주니어 개발자 5명 지원하며 팀워크를 강화했고, 분기 목표 99% 달성하는 성과를 냈습니다. 향후 혁신 프로젝트 리딩에 도전하고 싶습니다.",2022-10-31 14:33:00,A,"목표 113% 달성으로 우수한 성과를 보였습니다. 적극적인 협업 태도가 돋보였으며, 지속적 우수 성과 유지.",1,완료
CR01047,EMP097,분기 평가,2024-04-07,2024-07-19,2024-07-20 16:42:00,A,"팀 내 갈등 조정에 기여하며 팀워크를 강화했고, 중요 deliverable 5건 완료하는 성과를 냈습니다. 향후 혁신 프로젝트 리딩에 도전하고 싶습니다.",2024-07-25 11:03:00,A,이해관계자 기대 부응하는 우수한 성과. 역량 확장 기회 제공 예정.,0,완료
CR01048,EMP097,프로젝트 종료 평가,2024-04-10,2024-05-12,2024-05-18 12:03:00,A,"품질 개선 방안 제안 및 실행하고, 혁신 과제 일정 대비 17일 조기 완료하며 기대 이상의 결과를 냈다고 자평합니다. 투명한 정보 공유로 협업 효율성 증대하는 과정도 개인 성장에 도움이 되었습니다.",2024-05-27 14:49:00,A,"목표 111% 달성으로 우수한 성과를 보였습니다. 높은 업무 이해도가 돋보였으며, 리더십 역량 개발 시 더 큰 성장 기대.",0,완료
CR01049,EMP097,프로젝트 종료 평가,2023-10-30,2023-12-16,2023-12-23 09:17:00,B,"유관 팀과 6회 이상 협업 프로젝트 수행하며 팀워크를 강화했고, 프로젝트 일정 대비 14일 조기 완료하는 성과를 냈습니다. 향후 혁신 프로젝트 리딩에 도전하고 싶습니다.",2023-12-31 18:58:00,B,기본 목표는 달성했으나 커뮤니케이션 개선 필요한 부분이 있습니다. 적극성 제고 권장.,0,완료
CR01050,EMP097,목표 달성 평가,2024-08-02,2024-09-30,2024-10-05 18:52:00,A,"해당 기간 동안 신규 고객 29% 향상하였습니다. 프로세스 자동화 방안 제안 및 실행하며 전문성을 높였고, 타 부서와 10회 이상 협업 프로젝트 수행하였습니다.",2024-10-14 11:48:00,A,"목표 115% 달성으로 우수한 성과를 보였습니다. 적극적인 협업 태도가 돋보였으며, 리더십 역량 개발 시 더 큰 성장 기대.",0,완료
CR01051,EMP097,분기 평가,2022-10-20,2022-11-23,2022-11-25 14:09:00,A,"해당 기간 동안 신규 고객 38% 향상하였습니다. 사내 세미나 발표으로 지식 공유하며 전문성을 높였고, 유관 팀과 7회 이상 협업 프로젝트 수행하였습니다.",2022-12-01 12:13:00,B,기본 목표는 달성했으나 일정이 다소 지연한 부분이 있습니다. 적극성 제고 권장.,1,완료
CR01052,EMP097,프로젝트 종료 평가,2023-09-18,2023-10-22,2023-10-24 13:18:00,A,"품질 개선 방안 제안 및 실행하고, 프로젝트 일정 대비 7일 조기 완료하며 기대 이상의 결과를 냈다고 자평합니다. 크로스 팀으로 4회 이상 협업 프로젝트 수행하는 과정도 개인 성장에 도움이 되었습니다.",2023-10-26 16:43:00,B,기본 목표는 달성했으나 품질 기준 일부 미달한 부분이 있습니다. 적극성 제고 권장.,1,완료
CR01053,EMP097,수시 평가,2021-09-26,2021-12-28,2022-01-02 15:50:00,A,"커뮤니케이션 개선로 협업 효율성 증대하며 팀워크를 강화했고, 핵심 KPI 5건 완료하는 성과를 냈습니다. 향후 리더 포지션에 도전하고 싶습니다.",2022-01-09 13:18:00,A,팀 목표 달성에 기여하는 우수한 성과. 승진 검토 대상.,0,완료
CR01054,EMP097,프로젝트 종료 평가,2024-08-12,2024-10-03,2024-10-08 09:45:00,B,분기 목표 122% 달성한 것이 주요 성과입니다. 특히 어려운 기술 이슈를 독자적으로 해결한 점이 의미 있었습니다.,2024-10-10 15:52:00,B,"맡은 업무는 수행했으나, 선제적 대응이 필요합니다. 다음 평가에서는 성과 제고 기대.",0,완료
CR01055,EMP097,분기 평가,2023-03-15,2023-04-17,2023-04-21 14:21:00,A,생산성 30% 향상한 것이 주요 성과입니다. 특히 이해관계자 기대를 초과 충족한 점이 의미 있었습니다.,2023-04-23 11:49:00,A,"전반적으로 만족스러운 성과입니다. 기술적 깊이에서 강점을 보였으나, 타 팀 협업 강화 시 S등급 기대.",0,완료
CR01056,EMP097,분기 평가,2024-01-08,2024-04-22,2024-04-24 18:07:00,A,업무 개선안 일정 대비 5일 조기 완료한 것이 주요 성과입니다. 특히 팀 전체 생산성 향상에 기여한 점이 의미 있었습니다.,2024-05-02 15:04:00,A,안정적 결과물 산출하는 우수한 성과. 승진 검토 대상.,0,완료
CR01057,EMP100,수시 평가,2023-09-28,2023-12-11,2023-12-13 15:21:00,A,"프로젝트 팀원 4명 지원하며 팀워크를 강화했고, 프로젝트 일정 대비 7일 조기 완료하는 성과를 냈습니다. 향후 혁신 프로젝트 리딩에 도전하고 싶습니다.",2023-12-18 14:45:00,B,기본 목표는 달성했으나 품질 기준 일부 미달한 부분이 있습니다. 시간 관리 능력 향상 권장.,1,완료
CR01058,EMP100,분기 평가,2024-09-06,2024-10-28,2024-10-29 12:39:00,S,"해당 기간 동안 프로젝트 일정 대비 8일 조기 완료하였습니다. 프로세스 자동화 방안 제안 및 실행하며 전문성을 높였고, 유관 팀과 6회 이상 협업 프로젝트 수행하였습니다.",2024-11-01 14:07:00,A,"목표 103% 달성으로 우수한 성과를 보였습니다. 높은 업무 이해도가 돋보였으며, 다음 단계 역할 준비 필요.",1,완료
CR01059,EMP100,목표 달성 평가,2023-11-10,2024-02-11,2024-02-12 18:06:00,A,"팀 내 의견 조율에 기여하며 팀워크를 강화했고, 신규 고객 24% 향상하는 성과를 냈습니다. 향후 혁신 프로젝트 리딩에 도전하고 싶습니다.",2024-02-16 12:57:00,B,평균적인 성과입니다. 시야 확대 필요. 멘토링 지원 예정하겠습니다.,1,완료
CR01060,EMP101,목표 달성 평가,2020-07-20,2020-10-14,2020-10-17 12:13:00,A,"외부 컨퍼런스를 통해 전문성 강화하고, 핵심 KPI 4건 완료하며 기대 이상의 결과를 냈다고 자평합니다. 문서화 강화로 협업 효율성 증대하는 과정도 개인 성장에 도움이 되었습니다.",2020-10-21 10:06:00,A,"전반적으로 만족스러운 성과입니다. 커뮤니케이션 역량에서 강점을 보였으나, 타 팀 협업 강화 시 S등급 기대.",0,완료
CR01061,EMP101,목표 달성 평가,2020-03-19,2020-06-17,2020-06-18 11:59:00,B,"AI/ML 역량을 새롭게 습득하고, 품질 지표 22% 향상하며 기대 이상의 결과를 냈다고 자평합니다. 팀 내 갈등 조정에 기여하는 과정도 개인 성장에 도움이 되었습니다.",2020-06-24 11:32:00,B,기본 목표는 달성했으나 품질 기준 일부 미달한 부분이 있습니다. 협업 스킬 개발 권장.,0,완료
CR01062,EMP101,분기 평가,2020-02-17,2020-05-22,2020-05-29 15:20:00,A,"해당 기간 동안 분기 목표 129% 달성하였습니다. 스터디 그룹 운영으로 지식 공유하며 전문성을 높였고, 투명한 정보 공유로 협업 효율성 증대하였습니다.",2020-06-02 13:14:00,A,팀 목표 달성에 기여하는 우수한 성과. 차기 프로젝트 핵심 역할 기대.,0,완료
CR01063,EMP101,프로젝트 종료 평가,2018-09-26,2018-12-11,2018-12-15 15:29:00,B,주요 마일스톤 8건 완료한 것이 주요 성과입니다. 특히 팀 전체 생산성 향상에 기여한 점이 의미 있었습니다.,2018-12-17 10:28:00,C,실행력 미흡로 인해 기대에 미치지 못했습니다. 향후 3개월간 정기 점검을 통해 개선 필요.,1,완료
CR01064,EMP101,분기 평가,2019-10-17,2020-01-16,2020-01-23 18:26:00,S,"유관 팀과 7회 이상 협업 프로젝트 수행하며 팀워크를 강화했고, 매출 39% 향상하는 성과를 냈습니다. 향후 혁신 프로젝트 리딩에 도전하고 싶습니다.",2020-02-01 11:19:00,S,창의적 문제 해결 능력으로 프로젝트를 성공으로 이끌었습니다. 반드시 유지해야 할 인재로 평가됩니다.,0,완료
CR01065,EMP101,목표 달성 평가,2019-03-21,2019-04-25,2019-04-29 10:27:00,A,분기 목표 107% 달성한 것이 주요 성과입니다. 특히 이해관계자 기대를 초과 충족한 점이 의미 있었습니다.,2019-05-04 11:16:00,B,"기본 책임 이행했으나, 창의적인 접근이 필요합니다. 다음 평가에서는 성과 제고 기대.",1,완료
CR01066,EMP101,분기 평가,2019-12-10,2020-04-08,2020-04-15 16:50:00,A,혁신 과제 일정 대비 15일 조기 완료한 것이 주요 성과입니다. 특히 팀 전체 생산성 향상에 기여한 점이 의미 있었습니다.,2020-04-20 09:12:00,B,평균적인 성과입니다. 업무 효율성 개선 필요. 교육 기회 제공하겠습니다.,1,완료
CR01067,EMP101,프로젝트 종료 평가,2020-02-27,2020-05-31,2020-06-07 16:16:00,A,"신규 입사자 2명 지원하며 팀워크를 강화했고, 신규 고객 39% 향상하는 성과를 냈습니다. 향후 전문가 트랙에 도전하고 싶습니다.",2020-06-16 10:55:00,A,"전반적으로 만족스러운 성과입니다. 리더십 발휘에서 강점을 보였으나, 더 큰 그림을 보는 시각 강화 시 S등급 기대.",0,완료
CR01068,EMP101,분기 평가,2018-05-28,2018-08-02,2018-08-03 14:20:00,B,이번 평가 기간의 핵심 성과는 신규 고객 15% 향상입니다. 또한 비용 절감 아이디어 실행했습니다.,2018-08-09 09:35:00,B,"기본 책임 이행했으나, 선제적 대응이 필요합니다. 다음 평가에서는 성과 제고 기대.",0,완료
CR01069,EMP102,수시 평가,2023-05-08,2023-08-18,2023-08-24 18:22:00,B,이번 평가 기간의 핵심 성과는 혁신 과제 일정 대비 15일 조기 완료입니다. 또한 고객 만족도 점수 상승에 기여했습니다.,2023-09-02 17:10:00,B,평균적인 성과입니다. 업무 효율성 개선 필요. 교육 기회 제공하겠습니다.,0,완료
CR01070,EMP102,프로젝트 종료 평가,2022-02-05,2022-05-11,2022-05-18 10:27:00,A,"팀 내 의견 조율에 기여하며 팀워크를 강화했고, 중요 deliverable 3건 완료하는 성과를 냈습니다. 향후 전문가 트랙에 도전하고 싶습니다.",2022-05-28 09:51:00,B,"주어진 역할 완수했으나, 선제적 대응이 필요합니다. 다음 평가에서는 성과 제고 기대.",1,완료
CR01071,EMP102,분기 평가,2022-01-04,2022-04-09,2022-04-15 13:25:00,A,"온라인 강의를 통해 전문성 강화하고, 업무 개선안 일정 대비 10일 조기 완료하며 기대 이상의 결과를 냈다고 자평합니다. 커뮤니케이션 개선로 협업 효율성 증대하는 과정도 개인 성장에 도움이 되었습니다.",2022-04-23 16:35:00,A,"전반적으로 만족스러운 성과입니다. 문제 해결 능력에서 강점을 보였으나, 이니셔티브 발휘 강화 시 S등급 기대.",0,완료
CR01072,EMP102,분기 평가,2023-01-18,2023-05-01,2023-05-06 10:51:00,S,"해당 기간 동안 분기 목표 97% 달성하였습니다. 신기술 도입 방안 제안 및 실행하며 전문성을 높였고, 팀 내 문제 해결에 기여하였습니다.",2023-05-16 13:42:00,A,안정적 결과물 산출하는 우수한 성과. 보다 도전적인 과제 부여 검토.,1,완료
CR01073,EMP102,프로젝트 종료 평가,2022-07-11,2022-08-19,2022-08-22 09:03:00,B,"문서화 강화로 협업 효율성 증대하며 팀워크를 강화했고, 신규 고객 36% 향상하는 성과를 냈습니다. 향후 전문가 트랙에 도전하고 싶습니다.",2022-08-30 10:35:00,B,기본 목표는 달성했으나 품질 기준 일부 미달한 부분이 있습니다. 시간 관리 능력 향상 권장.,0,완료
CR01074,EMP102,목표 달성 평가,2023-04-04,2023-05-27,2023-06-01 13:23:00,S,이번 평가 기간의 핵심 성과는 품질 지표 16% 향상입니다. 또한 신규 도구 도입으로 품질 향상했습니다.,2023-06-08 10:48:00,S,exceptional한 실행력으로 프로젝트를 성공으로 이끌었습니다. 팀원들의 롤모델로 평가됩니다.,0,완료
CR01075,EMP102,분기 평가,2023-09-28,2023-12-31,2024-01-05 16:18:00,B,"해당 기간 동안 프로젝트 일정 대비 18일 조기 완료하였습니다. 외부 컨퍼런스를 통해 전문성 강화하며 전문성을 높였고, 정기 미팅 주도로 협업 효율성 증대하였습니다.",2024-01-13 14:23:00,C,목표 달성률 63%로 개선이 필요합니다. 시간 관리 미흡가 주된 원인으로 파악됩니다. 역량 개발 계획 수립 예정.,1,완료
CR01076,EMP102,프로젝트 종료 평가,2022-01-24,2022-02-26,2022-03-05 14:45:00,A,"팀 내 합의 도출에 기여하며 팀워크를 강화했고, 핵심 KPI 7건 완료하는 성과를 냈습니다. 향후 혁신 프로젝트 리딩에 도전하고 싶습니다.",2022-03-15 13:44:00,B,평균적인 성과입니다. 기술적 역량 보완 필요. 멘토링 지원 예정하겠습니다.,1,완료
CR01077,EMP102,목표 달성 평가,2022-03-12,2022-05-15,2022-05-18 11:09:00,B,이번 평가 기간의 핵심 성과는 핵심 KPI 4건 완료입니다. 또한 신규 도구 도입으로 품질 향상했습니다.,2022-05-21 09:19:00,C,성과가 기대 수준 이하입니다. PIP(성과개선계획) 수립 필요. 차기 평가에서 명확한 개선 확인 필요.,1,완료
CR01078,EMP102,목표 달성 평가,2023-02-26,2023-06-14,2023-06-15 09:11:00,S,이번 평가 기간의 핵심 성과는 업무 개선안 일정 대비 18일 조기 완료입니다. 또한 신규 도구 도입으로 품질 향상했습니다.,2023-06-25 17:02:00,A,"목표 100% 달성으로 우수한 성과를 보였습니다. 기술적 전문성가 돋보였으며, 다음 단계 역할 준비 필요.",1,완료
CR01079,EMP102,프로젝트 종료 평가,2023-10-03,2023-12-03,2023-12-06 17:50:00,A,매출 28% 향상한 것이 주요 성과입니다. 특히 팀 전체 생산성 향상에 기여한 점이 의미 있었습니다.,2023-12-09 10:06:00,A,"목표 107% 달성으로 우수한 성과를 보였습니다. 적극적인 협업 태도가 돋보였으며, 다음 단계 역할 준비 필요.",0,완료
CR01080,EMP102,목표 달성 평가,2021-10-01,2021-11-02,2021-11-09 11:48:00,A,품질 지표 16% 향상한 것이 주요 성과입니다. 특히 프로세스 혁신안 제안 및 적용한 점이 의미 있었습니다.,2021-11-16 16:47:00,B,"맡은 업무는 수행했으나, 선제적 대응이 필요합니다. 다음 평가에서는 자기주도적 개선 기대.",1,완료
CR01081,EMP102,목표 달성 평가,2022-01-27,2022-05-15,2022-05-21 10:07:00,S,"해당 기간 동안 혁신 과제 일정 대비 8일 조기 완료하였습니다. AI/ML 역량을 새롭게 습득하며 전문성을 높였고, 프로젝트 팀원 3명 지원하였습니다.",2022-05-24 11:55:00,A,"전반적으로 만족스러운 성과입니다. 커뮤니케이션 역량에서 강점을 보였으나, 전략적 사고 강화 시 S등급 기대.",1,완료
CR01082,EMP102,프로젝트 종료 평가,2021-04-27,2021-08-08,2021-08-13 17:49:00,A,"해당 기간 동안 혁신 과제 일정 대비 6일 조기 완료하였습니다. 프로세스 자동화 방안 제안 및 실행하며 전문성을 높였고, 팀 내 의견 조율에 기여하였습니다.",2021-08-18 18:54:00,A,"전반적으로 만족스러운 성과입니다. 문제 해결 능력에서 강점을 보였으나, 이니셔티브 발휘 강화 시 S등급 기대.",0,완료
CR01083,EMP102,분기 평가,2022-12-20,2023-01-30,2023-02-03 18:39:00,B,이번 평가 기간의 핵심 성과는 생산성 39% 향상입니다. 또한 고객 만족도 점수 상승에 기여했습니다.,2023-02-12 11:50:00,B,"맡은 업무는 수행했으나, 능동적인 문제 해결이 필요합니다. 다음 평가에서는 역량 향상 노력 기대.",0,완료
CR01084,EMP103,목표 달성 평가,2021-11-19,2022-03-07,2022-03-08 17:50:00,A,"팀 내 의견 조율에 기여하며 팀워크를 강화했고, 매출 30% 향상하는 성과를 냈습니다. 향후 리더 포지션에 도전하고 싶습니다.",2022-03-17 13:53:00,B,평균적인 성과입니다. 기술적 역량 보완 필요. 멘토링 지원 예정하겠습니다.,1,완료
CR01085,EMP103,프로젝트 종료 평가,2022-06-22,2022-08-28,2022-09-04 10:53:00,S,"해당 기간 동안 분기 목표 97% 달성하였습니다. 후배 멘토링으로 지식 공유하며 전문성을 높였고, 팀 내 갈등 조정에 기여하였습니다.",2022-09-08 10:13:00,A,"목표 113% 달성으로 우수한 성과를 보였습니다. 적극적인 협업 태도가 돋보였으며, 리더십 역량 개발 시 더 큰 성장 기대.",1,완료
CR01086,EMP103,목표 달성 평가,2021-08-26,2021-11-09,2021-11-12 15:50:00,A,"사내 세미나 발표으로 지식 공유하고, 프로젝트 일정 대비 16일 조기 완료하며 기대 이상의 결과를 냈다고 자평합니다. 정기 미팅 주도로 협업 효율성 증대하는 과정도 개인 성장에 도움이 되었습니다.",2021-11-17 17:43:00,B,기본 목표는 달성했으나 커뮤니케이션 개선 필요한 부분이 있습니다. 적극성 제고 권장.,1,완료
CR01087,EMP103,프로젝트 종료 평가,2021-09-26,2021-11-05,2021-11-12 15:44:00,S,"스터디 그룹 운영으로 지식 공유하고, 생산성 15% 향상하며 기대 이상의 결과를 냈다고 자평합니다. 정기 미팅 주도로 협업 효율성 증대하는 과정도 개인 성장에 도움이 되었습니다.",2021-11-15 17:04:00,A,"목표 109% 달성으로 우수한 성과를 보였습니다. 높은 업무 이해도가 돋보였으며, 리더십 역량 개발 시 더 큰 성장 기대.",1,완료
CR01088,EMP103,목표 달성 평가,2021-02-21,2021-06-01,2021-06-02 16:09:00,A,"실무 프로젝트를 통해 전문성 강화하고, 혁신 과제 일정 대비 14일 조기 완료하며 기대 이상의 결과를 냈다고 자평합니다. 타 부서와 3회 이상 협업 프로젝트 수행하는 과정도 개인 성장에 도움이 되었습니다.",2021-06-11 14:25:00,A,"목표 113% 달성으로 우수한 성과를 보였습니다. 안정적인 프로젝트 수행가 돋보였으며, 전문가로서 입지 확고.",0,완료
