goal_id,employee_id,goal_type,goal_category,goal_description,target_period,set_date,target_completion_date,progress_percentage,status,final_achievement_rate,manager_id
GOAL03134,EMP089,MBO,업무 성과,고객 만족도 29% 향상,2023 Q4,2023-10-04,2024-01-02,97,완료,97.0,TL005
GOAL03135,EMP089,KPI,협업 강화,크로스 팀 협업 프로젝트 3건 이상 참여,2024 Q1,2024-01-03,2024-04-02,100,완료,100.0,TL005
GOAL03136,EMP089,OKR,업무 성과,핵심 업무 지표 목표치 102% 달성,2024 Q1,2024-01-03,2024-04-02,90,완료,90.0,TL005
GOAL03137,EMP089,KPI,업무 성과,고객 만족도 23% 향상,2024 Q2,2024-04-07,2024-07-06,97,완료,97.0,TL005
GOAL03138,EMP089,MBO,역량 개발,Python 역량 강화 교육 이수,2024 Q2,2024-04-07,2024-07-06,94,완료,94.0,TL005
GOAL03139,EMP089,KPI,혁신 과제,신규 아이디어 제안 및 실행 1건,2024 Q2,2024-04-07,2024-07-06,91,완료,91.0,TL005
GOAL03140,EMP089,MBO,프로젝트 완수,개발 프로젝트 일정 내 완수,2024 Q3,2024-07-04,2024-10-02,88,완료,88.0,TL005
GOAL03141,EMP089,OKR,프로젝트 완수,프로젝트 목표 품질 기준 92% 달성,2024 Q3,2024-07-04,2024-10-02,90,완료,90.0,TL005
GOAL03142,EMP089,MBO,협업 강화,크로스 팀 협업 프로젝트 2건 이상 참여,2024 Q3,2024-07-04,2024-10-02,91,완료,91.0,TL005
GOAL03143,EMP089,KPI,협업 강화,크로스 팀 협업 프로젝트 3건 이상 참여,2024 Q4,2024-10-03,2025-01-01,96,완료,96.0,TL005
GOAL03144,EMP089,MBO,협업 강화,크로스 팀 협업 프로젝트 2건 이상 참여,2024 Q4,2024-10-03,2025-01-01,77,부분 달성,,TL005
GOAL03145,EMP089,KPI,프로젝트 완수,프로젝트 목표 품질 기준 95% 달성,2024 Q4,2024-10-03,2025-01-01,71,부분 달성,,TL005
GOAL03146,EMP090,KPI,업무 성과,품질 18% 향상,2023 Q2,2023-04-01,2023-06-30,77,부분 달성,,TL005
GOAL03147,EMP090,KPI,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2023 Q2,2023-04-01,2023-06-30,97,완료,97.0,TL005
GOAL03148,EMP090,KPI,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2023 Q2,2023-04-01,2023-06-30,89,완료,89.0,TL005
GOAL03149,EMP090,OKR,업무 성과,매출 15% 향상,2023 Q2,2023-04-01,2023-06-30,78,부분 달성,,TL005
GOAL03150,EMP090,KPI,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2023 Q3,2023-07-01,2023-09-29,95,완료,95.0,TL005
GOAL03151,EMP090,KPI,프로젝트 완수,개발 프로젝트 일정 내 완수,2023 Q3,2023-07-01,2023-09-29,80,완료,80.0,TL005
GOAL03152,EMP090,OKR,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2023 Q3,2023-07-01,2023-09-29,82,완료,82.0,TL005
GOAL03153,EMP090,MBO,혁신 과제,신규 아이디어 제안 및 실행 2건,2023 Q4,2023-10-04,2024-01-02,72,부분 달성,,TL005
GOAL03154,EMP090,OKR,프로젝트 완수,구축 프로젝트 일정 내 완수,2023 Q4,2023-10-04,2024-01-02,77,부분 달성,,TL005
GOAL03155,EMP090,MBO,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2023 Q4,2023-10-04,2024-01-02,96,완료,96.0,TL005
GOAL03156,EMP090,KPI,프로젝트 완수,프로젝트 목표 품질 기준 91% 달성,2024 Q1,2024-01-01,2024-03-31,72,부분 달성,,TL005
GOAL03157,EMP090,KPI,업무 성과,품질 21% 향상,2024 Q1,2024-01-01,2024-03-31,88,완료,88.0,TL005
GOAL03158,EMP090,OKR,프로젝트 완수,개선 프로젝트 일정 내 완수,2024 Q1,2024-01-01,2024-03-31,83,완료,83.0,TL005
GOAL03159,EMP090,MBO,업무 성과,품질 16% 향상,2024 Q2,2024-04-06,2024-07-05,88,완료,88.0,TL005
GOAL03160,EMP090,OKR,역량 개발,Python 역량 강화 교육 이수,2024 Q2,2024-04-06,2024-07-05,77,부분 달성,,TL005
GOAL03161,EMP090,KPI,업무 성과,고객 만족도 22% 향상,2024 Q2,2024-04-06,2024-07-05,80,완료,80.0,TL005
GOAL03162,EMP090,OKR,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2024 Q2,2024-04-06,2024-07-05,84,완료,84.0,TL005
GOAL03163,EMP090,KPI,프로세스 개선,반복 업무 자동화로 시간 41% 절감,2024 Q3,2024-07-07,2024-10-05,77,부분 달성,,TL005
GOAL03164,EMP090,OKR,협업 강화,크로스 팀 협업 프로젝트 4건 이상 참여,2024 Q3,2024-07-07,2024-10-05,99,완료,99.0,TL005
GOAL03165,EMP090,MBO,업무 성과,생산성 12% 향상,2024 Q4,2024-10-04,2025-01-02,79,부분 달성,,TL005
GOAL03166,EMP090,MBO,프로젝트 완수,구축 프로젝트 일정 내 완수,2024 Q4,2024-10-04,2025-01-02,88,완료,88.0,TL005
GOAL03167,EMP090,MBO,프로젝트 완수,개선 프로젝트 일정 내 완수,2024 Q4,2024-10-04,2025-01-02,94,완료,94.0,TL005
GOAL03168,EMP090,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2024 Q4,2024-10-04,2025-01-02,71,부분 달성,,TL005
GOAL03169,EMP091,OKR,업무 성과,품질 10% 향상,2022 Q1,2022-01-04,2022-04-04,70,부분 달성,,TL005
GOAL03170,EMP091,OKR,혁신 과제,신규 아이디어 제안 및 실행 3건,2022 Q1,2022-01-04,2022-04-04,94,완료,94.0,TL005
GOAL03171,EMP091,KPI,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2022 Q2,2022-04-05,2022-07-04,93,완료,93.0,TL005
GOAL03172,EMP091,KPI,역량 개발,데이터 분석 역량 강화 교육 이수,2022 Q2,2022-04-05,2022-07-04,100,완료,100.0,TL005
GOAL03173,EMP091,MBO,업무 성과,매출 10% 향상,2022 Q2,2022-04-05,2022-07-04,74,부분 달성,,TL005
GOAL03174,EMP091,OKR,업무 성과,핵심 업무 지표 목표치 114% 달성,2022 Q3,2022-07-05,2022-10-03,82,완료,82.0,TL005
GOAL03175,EMP091,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q3,2022-07-05,2022-10-03,96,완료,96.0,TL005
GOAL03176,EMP091,MBO,프로젝트 완수,구축 프로젝트 일정 내 완수,2022 Q3,2022-07-05,2022-10-03,100,완료,100.0,TL005
GOAL03177,EMP091,OKR,역량 개발,Python 역량 강화 교육 이수,2022 Q4,2022-10-07,2023-01-05,77,부분 달성,,TL005
GOAL03178,EMP091,MBO,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q4,2022-10-07,2023-01-05,80,완료,80.0,TL005
GOAL03179,EMP091,KPI,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q4,2022-10-07,2023-01-05,86,완료,86.0,TL005
GOAL03180,EMP091,MBO,프로젝트 완수,프로젝트 목표 품질 기준 96% 달성,2022 Q4,2022-10-07,2023-01-05,84,완료,84.0,TL005
GOAL03181,EMP091,OKR,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2023 Q1,2023-01-01,2023-04-01,93,완료,93.0,TL005
GOAL03182,EMP091,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2023 Q1,2023-01-01,2023-04-01,77,부분 달성,,TL005
GOAL03183,EMP091,MBO,업무 성과,품질 30% 향상,2023 Q1,2023-01-01,2023-04-01,87,완료,87.0,TL005
GOAL03184,EMP091,KPI,협업 강화,크로스 팀 협업 프로젝트 3건 이상 참여,2023 Q2,2023-04-03,2023-07-02,100,완료,100.0,TL005
GOAL03185,EMP091,MBO,혁신 과제,신규 아이디어 제안 및 실행 3건,2023 Q2,2023-04-03,2023-07-02,99,완료,99.0,TL005
GOAL03186,EMP091,MBO,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2023 Q3,2023-07-02,2023-09-30,80,완료,80.0,TL005
GOAL03187,EMP091,KPI,업무 성과,핵심 업무 지표 목표치 95% 달성,2023 Q3,2023-07-02,2023-09-30,95,완료,95.0,TL005
GOAL03188,EMP091,OKR,프로세스 개선,반복 업무 자동화로 시간 50% 절감,2023 Q3,2023-07-02,2023-09-30,72,부분 달성,,TL005
GOAL03189,EMP091,KPI,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2023 Q4,2023-10-04,2024-01-02,75,부분 달성,,TL005
GOAL03190,EMP091,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2023 Q4,2023-10-04,2024-01-02,75,부분 달성,,TL005
GOAL03191,EMP091,OKR,역량 개발,리더십 역량 강화 교육 이수,2023 Q4,2023-10-04,2024-01-02,78,부분 달성,,TL005
GOAL03192,EMP091,KPI,프로세스 개선,반복 업무 자동화로 시간 34% 절감,2023 Q4,2023-10-04,2024-01-02,89,완료,89.0,TL005
GOAL03193,EMP091,KPI,프로세스 개선,업무 프로세스 효율성 23% 개선,2024 Q1,2024-01-05,2024-04-04,73,부분 달성,,TL005
GOAL03194,EMP091,KPI,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2024 Q1,2024-01-05,2024-04-04,78,부분 달성,,TL005
GOAL03195,EMP091,OKR,프로젝트 완수,개발 프로젝트 일정 내 완수,2024 Q1,2024-01-05,2024-04-04,96,완료,96.0,TL005
GOAL03196,EMP091,KPI,업무 성과,생산성 30% 향상,2024 Q1,2024-01-05,2024-04-04,76,부분 달성,,TL005
GOAL03197,EMP091,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2024 Q2,2024-04-03,2024-07-02,90,완료,90.0,TL005
GOAL03198,EMP091,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2024 Q2,2024-04-03,2024-07-02,83,완료,83.0,TL005
GOAL03199,EMP091,MBO,프로젝트 완수,개선 프로젝트 일정 내 완수,2024 Q2,2024-04-03,2024-07-02,76,부분 달성,,TL005
GOAL03200,EMP091,OKR,업무 성과,매출 14% 향상,2024 Q3,2024-07-02,2024-09-30,74,부분 달성,,TL005
GOAL03201,EMP091,MBO,역량 개발,Python 역량 강화 교육 이수,2024 Q3,2024-07-02,2024-09-30,99,완료,99.0,TL005
GOAL03202,EMP091,KPI,업무 성과,품질 20% 향상,2024 Q3,2024-07-02,2024-09-30,80,완료,80.0,TL005
GOAL03203,EMP091,OKR,업무 성과,핵심 업무 지표 목표치 94% 달성,2024 Q4,2024-10-06,2025-01-04,100,완료,100.0,TL005
GOAL03204,EMP091,KPI,역량 개발,데이터 분석 역량 강화 교육 이수,2024 Q4,2024-10-06,2025-01-04,99,완료,99.0,TL005
GOAL03205,EMP094,KPI,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2022 Q1,2022-01-03,2022-04-03,95,완료,95.0,TL005
GOAL03206,EMP094,OKR,역량 개발,리더십 역량 강화 교육 이수,2022 Q1,2022-01-03,2022-04-03,100,완료,100.0,TL005
GOAL03207,EMP094,KPI,프로젝트 완수,프로젝트 목표 품질 기준 94% 달성,2022 Q1,2022-01-03,2022-04-03,88,완료,88.0,TL005
GOAL03208,EMP094,MBO,혁신 과제,신규 아이디어 제안 및 실행 1건,2022 Q2,2022-04-05,2022-07-04,100,완료,100.0,TL005
GOAL03209,EMP094,MBO,프로세스 개선,반복 업무 자동화로 시간 42% 절감,2022 Q2,2022-04-05,2022-07-04,80,완료,80.0,TL005
GOAL03210,EMP094,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q2,2022-04-05,2022-07-04,99,완료,99.0,TL005
GOAL03211,EMP094,MBO,프로젝트 완수,구축 프로젝트 일정 내 완수,2022 Q2,2022-04-05,2022-07-04,75,부분 달성,,TL005
GOAL03212,EMP094,OKR,프로세스 개선,업무 프로세스 효율성 32% 개선,2022 Q3,2022-07-03,2022-10-01,82,완료,82.0,TL005
GOAL03213,EMP094,OKR,협업 강화,크로스 팀 협업 프로젝트 5건 이상 참여,2022 Q3,2022-07-03,2022-10-01,91,완료,91.0,TL005
GOAL03214,EMP094,MBO,업무 성과,생산성 29% 향상,2022 Q4,2022-10-07,2023-01-05,99,완료,99.0,TL005
GOAL03215,EMP094,MBO,혁신 과제,신규 아이디어 제안 및 실행 2건,2022 Q4,2022-10-07,2023-01-05,98,완료,98.0,TL005
GOAL03216,EMP094,MBO,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q4,2022-10-07,2023-01-05,93,완료,93.0,TL005
GOAL03217,EMP094,OKR,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2023 Q1,2023-01-05,2023-04-05,100,완료,100.0,TL005
GOAL03218,EMP094,KPI,업무 성과,핵심 업무 지표 목표치 97% 달성,2023 Q1,2023-01-05,2023-04-05,83,완료,83.0,TL005
GOAL03219,EMP094,KPI,역량 개발,데이터 분석 역량 강화 교육 이수,2023 Q1,2023-01-05,2023-04-05,95,완료,95.0,TL005
GOAL03220,EMP094,MBO,프로세스 개선,반복 업무 자동화로 시간 36% 절감,2023 Q2,2023-04-02,2023-07-01,100,완료,100.0,TL005
GOAL03221,EMP094,MBO,프로젝트 완수,프로젝트 목표 품질 기준 96% 달성,2023 Q2,2023-04-02,2023-07-01,90,완료,90.0,TL005
GOAL03222,EMP094,OKR,혁신 과제,신규 아이디어 제안 및 실행 2건,2023 Q3,2023-07-05,2023-10-03,83,완료,83.0,TL005
GOAL03223,EMP094,MBO,업무 성과,생산성 11% 향상,2023 Q3,2023-07-05,2023-10-03,91,완료,91.0,TL005
GOAL03224,EMP094,MBO,혁신 과제,신규 아이디어 제안 및 실행 1건,2023 Q4,2023-10-05,2024-01-03,73,부분 달성,,TL005
GOAL03225,EMP094,KPI,프로세스 개선,업무 프로세스 효율성 20% 개선,2023 Q4,2023-10-05,2024-01-03,74,부분 달성,,TL005
GOAL03226,EMP094,KPI,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2024 Q1,2024-01-06,2024-04-05,98,완료,98.0,TL005
GOAL03227,EMP094,KPI,협업 강화,크로스 팀 협업 프로젝트 2건 이상 참여,2024 Q1,2024-01-06,2024-04-05,89,완료,89.0,TL005
GOAL03228,EMP094,OKR,프로젝트 완수,개발 프로젝트 일정 내 완수,2024 Q2,2024-04-01,2024-06-30,71,부분 달성,,TL005
GOAL03229,EMP094,KPI,역량 개발,리더십 역량 강화 교육 이수,2024 Q2,2024-04-01,2024-06-30,97,완료,97.0,TL005
GOAL03230,EMP094,MBO,혁신 과제,신규 아이디어 제안 및 실행 3건,2024 Q2,2024-04-01,2024-06-30,75,부분 달성,,TL005
GOAL03231,EMP094,KPI,프로젝트 완수,개선 프로젝트 일정 내 완수,2024 Q2,2024-04-01,2024-06-30,82,완료,82.0,TL005
GOAL03232,EMP094,KPI,협업 강화,크로스 팀 협업 프로젝트 4건 이상 참여,2024 Q3,2024-07-03,2024-10-01,79,부분 달성,,TL005
GOAL03233,EMP094,KPI,업무 성과,생산성 15% 향상,2024 Q3,2024-07-03,2024-10-01,93,완료,93.0,TL005
GOAL03234,EMP094,MBO,프로젝트 완수,개발 프로젝트 일정 내 완수,2024 Q3,2024-07-03,2024-10-01,93,완료,93.0,TL005
GOAL03235,EMP094,MBO,협업 강화,크로스 팀 협업 프로젝트 4건 이상 참여,2024 Q3,2024-07-03,2024-10-01,77,부분 달성,,TL005
GOAL03236,EMP094,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2024 Q4,2024-10-04,2025-01-02,75,부분 달성,,TL005
GOAL03237,EMP094,KPI,역량 개발,데이터 분석 역량 강화 교육 이수,2024 Q4,2024-10-04,2025-01-02,99,완료,99.0,TL005
GOAL03238,EMP094,OKR,프로세스 개선,업무 프로세스 효율성 19% 개선,2024 Q4,2024-10-04,2025-01-02,95,완료,95.0,TL005
GOAL03239,EMP095,KPI,프로젝트 완수,프로젝트 목표 품질 기준 91% 달성,2022 Q1,2022-01-02,2022-04-02,77,부분 달성,,TL005
GOAL03240,EMP095,MBO,업무 성과,고객 만족도 26% 향상,2022 Q1,2022-01-02,2022-04-02,76,부분 달성,,TL005
GOAL03241,EMP095,OKR,프로세스 개선,반복 업무 자동화로 시간 39% 절감,2022 Q2,2022-04-07,2022-07-06,95,완료,95.0,TL005
GOAL03242,EMP095,OKR,업무 성과,핵심 업무 지표 목표치 112% 달성,2022 Q2,2022-04-07,2022-07-06,99,완료,99.0,TL005
GOAL03243,EMP095,KPI,프로세스 개선,업무 프로세스 효율성 16% 개선,2022 Q3,2022-07-01,2022-09-29,92,완료,92.0,TL005
GOAL03244,EMP095,KPI,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q3,2022-07-01,2022-09-29,92,완료,92.0,TL005
GOAL03245,EMP095,OKR,프로세스 개선,업무 프로세스 효율성 27% 개선,2022 Q4,2022-10-01,2022-12-30,81,완료,81.0,TL005
GOAL03246,EMP095,OKR,프로젝트 완수,프로젝트 목표 품질 기준 92% 달성,2022 Q4,2022-10-01,2022-12-30,88,완료,88.0,TL005
GOAL03247,EMP095,MBO,혁신 과제,신규 아이디어 제안 및 실행 3건,2022 Q4,2022-10-01,2022-12-30,73,부분 달성,,TL005
GOAL03248,EMP095,KPI,협업 강화,크로스 팀 협업 프로젝트 4건 이상 참여,2022 Q4,2022-10-01,2022-12-30,70,부분 달성,,TL005
GOAL03249,EMP095,MBO,업무 성과,핵심 업무 지표 목표치 109% 달성,2023 Q1,2023-01-01,2023-04-01,70,부분 달성,,TL005
GOAL03250,EMP095,OKR,프로젝트 완수,프로젝트 목표 품질 기준 91% 달성,2023 Q1,2023-01-01,2023-04-01,71,부분 달성,,TL005
GOAL03251,EMP095,KPI,역량 개발,Python 역량 강화 교육 이수,2023 Q1,2023-01-01,2023-04-01,93,완료,93.0,TL005
GOAL03252,EMP095,OKR,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2023 Q2,2023-04-04,2023-07-03,77,부분 달성,,TL005
GOAL03253,EMP095,KPI,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2023 Q2,2023-04-04,2023-07-03,74,부분 달성,,TL005
GOAL03254,EMP095,KPI,업무 성과,품질 17% 향상,2023 Q2,2023-04-04,2023-07-03,89,완료,89.0,TL005
GOAL03255,EMP095,OKR,프로세스 개선,업무 프로세스 효율성 30% 개선,2023 Q3,2023-07-04,2023-10-02,73,부분 달성,,TL005
GOAL03256,EMP095,KPI,업무 성과,핵심 업무 지표 목표치 106% 달성,2023 Q3,2023-07-04,2023-10-02,75,부분 달성,,TL005
GOAL03257,EMP095,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2023 Q4,2023-10-05,2024-01-03,95,완료,95.0,TL005
GOAL03258,EMP095,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2023 Q4,2023-10-05,2024-01-03,77,부분 달성,,TL005
GOAL03259,EMP095,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2023 Q4,2023-10-05,2024-01-03,90,완료,90.0,TL005
GOAL03260,EMP095,MBO,역량 개발,AI/ML 역량 강화 교육 이수,2024 Q1,2024-01-04,2024-04-03,76,부분 달성,,TL005
GOAL03261,EMP095,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2024 Q1,2024-01-04,2024-04-03,99,완료,99.0,TL005
GOAL03262,EMP095,MBO,협업 강화,크로스 팀 협업 프로젝트 5건 이상 참여,2024 Q1,2024-01-04,2024-04-03,76,부분 달성,,TL005
GOAL03263,EMP095,KPI,업무 성과,핵심 업무 지표 목표치 100% 달성,2024 Q2,2024-04-03,2024-07-02,87,완료,87.0,TL005
GOAL03264,EMP095,OKR,역량 개발,AI/ML 역량 강화 교육 이수,2024 Q2,2024-04-03,2024-07-02,89,완료,89.0,TL005
GOAL03265,EMP095,MBO,혁신 과제,신규 아이디어 제안 및 실행 2건,2024 Q2,2024-04-03,2024-07-02,91,완료,91.0,TL005
GOAL03266,EMP095,MBO,프로젝트 완수,프로젝트 목표 품질 기준 100% 달성,2024 Q3,2024-07-06,2024-10-04,72,부분 달성,,TL005
GOAL03267,EMP095,OKR,프로세스 개선,반복 업무 자동화로 시간 40% 절감,2024 Q3,2024-07-06,2024-10-04,79,부분 달성,,TL005
GOAL03268,EMP095,OKR,프로젝트 완수,구축 프로젝트 일정 내 완수,2024 Q3,2024-07-06,2024-10-04,71,부분 달성,,TL005
GOAL03269,EMP095,KPI,프로세스 개선,반복 업무 자동화로 시간 40% 절감,2024 Q4,2024-10-07,2025-01-05,83,완료,83.0,TL005
GOAL03270,EMP095,OKR,업무 성과,품질 10% 향상,2024 Q4,2024-10-07,2025-01-05,78,부분 달성,,TL005
GOAL03271,EMP095,MBO,프로세스 개선,업무 프로세스 효율성 37% 개선,2024 Q4,2024-10-07,2025-01-05,100,완료,100.0,TL005
GOAL03272,EMP095,MBO,업무 성과,핵심 업무 지표 목표치 95% 달성,2024 Q4,2024-10-07,2025-01-05,94,완료,94.0,TL005
GOAL03273,EMP096,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2022 Q1,2022-01-02,2022-04-02,79,부분 달성,,TL005
GOAL03274,EMP096,MBO,혁신 과제,신규 아이디어 제안 및 실행 3건,2022 Q1,2022-01-02,2022-04-02,89,완료,89.0,TL005
GOAL03275,EMP096,MBO,프로젝트 완수,개선 프로젝트 일정 내 완수,2022 Q1,2022-01-02,2022-04-02,97,완료,97.0,TL005
GOAL03276,EMP096,KPI,프로세스 개선,업무 프로세스 효율성 24% 개선,2022 Q2,2022-04-01,2022-06-30,74,부분 달성,,TL005
GOAL03277,EMP096,OKR,협업 강화,크로스 팀 협업 프로젝트 4건 이상 참여,2022 Q2,2022-04-01,2022-06-30,89,완료,89.0,TL005
GOAL03278,EMP096,KPI,업무 성과,핵심 업무 지표 목표치 118% 달성,2022 Q2,2022-04-01,2022-06-30,78,부분 달성,,TL005
GOAL03279,EMP096,OKR,프로세스 개선,업무 프로세스 효율성 19% 개선,2022 Q2,2022-04-01,2022-06-30,72,부분 달성,,TL005
GOAL03280,EMP096,OKR,프로젝트 완수,개선 프로젝트 일정 내 완수,2022 Q3,2022-07-02,2022-09-30,82,완료,82.0,TL005
GOAL03281,EMP096,OKR,프로세스 개선,업무 프로세스 효율성 30% 개선,2022 Q3,2022-07-02,2022-09-30,86,완료,86.0,TL005
GOAL03282,EMP096,MBO,프로젝트 완수,구축 프로젝트 일정 내 완수,2022 Q3,2022-07-02,2022-09-30,75,부분 달성,,TL005
GOAL03283,EMP096,OKR,역량 개발,데이터 분석 역량 강화 교육 이수,2022 Q3,2022-07-02,2022-09-30,75,부분 달성,,TL005
GOAL03284,EMP096,OKR,프로세스 개선,반복 업무 자동화로 시간 20% 절감,2022 Q4,2022-10-04,2023-01-02,98,완료,98.0,TL005
GOAL03285,EMP096,KPI,프로세스 개선,반복 업무 자동화로 시간 35% 절감,2022 Q4,2022-10-04,2023-01-02,83,완료,83.0,TL005
GOAL03286,EMP096,KPI,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2022 Q4,2022-10-04,2023-01-02,78,부분 달성,,TL005
GOAL03287,EMP096,OKR,업무 성과,핵심 업무 지표 목표치 95% 달성,2022 Q4,2022-10-04,2023-01-02,71,부분 달성,,TL005
GOAL03288,EMP096,KPI,혁신 과제,신규 아이디어 제안 및 실행 1건,2023 Q1,2023-01-04,2023-04-04,90,완료,90.0,TL005
GOAL03289,EMP096,MBO,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2023 Q1,2023-01-04,2023-04-04,78,부분 달성,,TL005
GOAL03290,EMP096,KPI,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2023 Q1,2023-01-04,2023-04-04,77,부분 달성,,TL005
GOAL03291,EMP096,KPI,프로세스 개선,업무 프로세스 효율성 33% 개선,2023 Q2,2023-04-02,2023-07-01,77,부분 달성,,TL005
GOAL03292,EMP096,KPI,프로젝트 완수,구축 프로젝트 일정 내 완수,2023 Q2,2023-04-02,2023-07-01,86,완료,86.0,TL005
GOAL03293,EMP096,KPI,역량 개발,데이터 분석 역량 강화 교육 이수,2023 Q2,2023-04-02,2023-07-01,92,완료,92.0,TL005
GOAL03294,EMP096,MBO,프로젝트 완수,프로젝트 목표 품질 기준 98% 달성,2023 Q2,2023-04-02,2023-07-01,87,완료,87.0,TL005
GOAL03295,EMP096,KPI,업무 성과,핵심 업무 지표 목표치 99% 달성,2023 Q3,2023-07-05,2023-10-03,77,부분 달성,,TL005
GOAL03296,EMP096,KPI,프로세스 개선,반복 업무 자동화로 시간 37% 절감,2023 Q3,2023-07-05,2023-10-03,94,완료,94.0,TL005
GOAL03297,EMP096,OKR,프로젝트 완수,프로젝트 목표 품질 기준 97% 달성,2023 Q3,2023-07-05,2023-10-03,95,완료,95.0,TL005
GOAL03298,EMP096,KPI,업무 성과,고객 만족도 10% 향상,2023 Q3,2023-07-05,2023-10-03,75,부분 달성,,TL005
GOAL03299,EMP096,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2023 Q4,2023-10-01,2023-12-30,79,부분 달성,,TL005
GOAL03300,EMP096,MBO,프로세스 개선,업무 프로세스 효율성 28% 개선,2023 Q4,2023-10-01,2023-12-30,92,완료,92.0,TL005
GOAL03301,EMP096,OKR,프로젝트 완수,개선 프로젝트 일정 내 완수,2023 Q4,2023-10-01,2023-12-30,74,부분 달성,,TL005
GOAL03302,EMP096,MBO,프로젝트 완수,프로젝트 목표 품질 기준 97% 달성,2024 Q1,2024-01-04,2024-04-03,74,부분 달성,,TL005
GOAL03303,EMP096,OKR,역량 개발,AI/ML 역량 강화 교육 이수,2024 Q1,2024-01-04,2024-04-03,89,완료,89.0,TL005
GOAL03304,EMP096,KPI,프로젝트 완수,구축 프로젝트 일정 내 완수,2024 Q1,2024-01-04,2024-04-03,72,부분 달성,,TL005
GOAL03305,EMP096,KPI,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2024 Q2,2024-04-05,2024-07-04,95,완료,95.0,TL005
GOAL03306,EMP096,KPI,프로젝트 완수,개선 프로젝트 일정 내 완수,2024 Q2,2024-04-05,2024-07-04,80,완료,80.0,TL005
GOAL03307,EMP096,OKR,프로젝트 완수,프로젝트 목표 품질 기준 95% 달성,2024 Q2,2024-04-05,2024-07-04,88,완료,88.0,TL005
GOAL03308,EMP096,OKR,프로세스 개선,업무 프로세스 효율성 27% 개선,2024 Q2,2024-04-05,2024-07-04,79,부분 달성,,TL005
GOAL03309,EMP096,OKR,프로젝트 완수,개발 프로젝트 일정 내 완수,2024 Q3,2024-07-02,2024-09-30,71,부분 달성,,TL005
GOAL03310,EMP096,KPI,혁신 과제,신규 아이디어 제안 및 실행 2건,2024 Q3,2024-07-02,2024-09-30,70,부분 달성,,TL005
GOAL03311,EMP096,OKR,프로젝트 완수,개선 프로젝트 일정 내 완수,2024 Q4,2024-10-03,2025-01-01,82,완료,82.0,TL005
GOAL03312,EMP096,OKR,협업 강화,크로스 팀 협업 프로젝트 4건 이상 참여,2024 Q4,2024-10-03,2025-01-01,87,완료,87.0,TL005
GOAL03313,EMP097,OKR,업무 성과,품질 17% 향상,2022 Q1,2022-01-02,2022-04-02,93,완료,93.0,TL005
GOAL03314,EMP097,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q1,2022-01-02,2022-04-02,72,부분 달성,,TL005
GOAL03315,EMP097,MBO,혁신 과제,신규 아이디어 제안 및 실행 2건,2022 Q1,2022-01-02,2022-04-02,75,부분 달성,,TL005
