survey_id,employee_id,org_id,org_name,division_name,survey_year,survey_date,q_psychological_safety,q_trust_in_leadership,q_collaboration,q_innovation_encouragement,q_work_life_balance,q_recognition,q_fairness,overall_team_satisfaction,qualitative_comment,would_recommend_team
TCULTURE00211,EMP102,ORG204,IT기획팀,기술본부,2023,2023-10-05,1.7,3.2,3.1,1.9,3.5,1.6,2.1,2.4,팀 문화가 심각한 수준입니다. 리더가 일방적으로 지시만 하고 피드백 무시가 만연합니다. 이직 준비 중.,2.8
TCULTURE00212,EMP102,ORG204,IT기획팀,기술본부,2024,2024-10-28,2.0,2.7,2.6,2.4,3.0,2.4,2.6,2.5,팀 문화가 심각한 수준입니다. 불공정한 평가와 편애가 만연합니다. HR 면담 요청 예정.,3.2
TCULTURE00213,EMP103,ORG204,IT기획팀,기술본부,2023,2023-11-26,3.0,3.0,1.8,2.8,2.0,1.7,2.5,2.4,팀장의 역량 부족으로 팀 전체가 불신 상태입니다. 집단 민원 검토. 시급한 조치 필요.,2.0
TCULTURE00214,EMP103,ORG204,IT기획팀,기술본부,2024,2024-11-11,3.0,3.0,1.4,2.0,1.6,2.2,2.8,2.3,팀장의 구시대적 관리 방식으로 팀 전체가 불신 상태입니다. 집단 민원 검토. 시급한 조치 필요.,2.4
TCULTURE00215,EMP104,ORG204,IT기획팀,기술본부,2023,2023-10-08,2.1,3.3,1.1,3.2,2.2,2.5,2.2,2.4,팀장의 역량 부족으로 팀 전체가 번아웃 상태입니다. 다수 팀원이 이직 준비. 시급한 조치 필요.,3.4
TCULTURE00216,EMP104,ORG204,IT기획팀,기술본부,2024,2024-11-16,1.8,2.5,2.8,1.5,1.9,2.4,2.0,2.1,팀 문화가 심각한 수준입니다. 불공정한 평가와 편애가 만연합니다. 더 이상 견디기 어려움.,2.0
TCULTURE00217,EMP105,ORG204,IT기획팀,기술본부,2023,2023-11-16,2.3,2.9,2.3,3.1,1.9,1.7,3.7,2.6,심리적 안전감 전무합니다. 이런 환경에서는 창의성 발휘 어려움. 근본적 변화 필요.,2.1
TCULTURE00218,EMP105,ORG204,IT기획팀,기술본부,2024,2024-11-24,1.7,1.5,3.1,2.3,2.3,2.4,3.1,2.3,과도한 야근과 보상 불공정로 조직 신뢰 붕괴 상황. 즉각적인 개입 요청합니다.,2.4
TCULTURE00219,EMP106,ORG204,IT기획팀,기술본부,2023,2023-10-12,3.9,2.6,3.1,3.0,2.5,2.1,2.7,2.8,팀 문화가 심각한 수준입니다. 리더가 일방적으로 지시만 하고 피드백 무시가 만연합니다. 조직 개편 없으면 퇴사 고려.,2.8
TCULTURE00220,EMP106,ORG204,IT기획팀,기술본부,2024,2024-10-23,2.2,2.6,3.2,3.7,3.0,3.6,2.1,2.9,팀 문화가 심각한 수준입니다. 불공정한 평가와 편애가 만연합니다. 조직 개편 없으면 퇴사 고려.,2.9
TCULTURE00221,EMP107,ORG204,IT기획팀,기술본부,2023,2023-10-12,3.3,2.0,2.2,3.5,1.9,1.7,3.4,2.6,팀장의 구시대적 관리 방식으로 팀 전체가 번아웃 상태입니다. 다수 팀원이 이직 준비. 시급한 조치 필요.,3.2
TCULTURE00222,EMP107,ORG204,IT기획팀,기술본부,2024,2024-10-08,2.8,2.5,2.2,2.7,3.4,2.6,3.8,2.9,팀장의 편파적 태도으로 팀 전체가 불신 상태입니다. 집단 민원 검토. 시급한 조치 필요.,2.0
TCULTURE00223,EMP108,ORG204,IT기획팀,기술본부,2023,2023-11-16,2.5,2.3,1.8,2.4,2.8,2.8,3.8,2.6,과도한 업무량과 경력 개발 기회 차단로 프로젝트 실패 반복 상황. 즉각적인 개입 요청합니다.,2.8
TCULTURE00224,EMP108,ORG204,IT기획팀,기술본부,2024,2024-11-24,3.2,2.5,3.5,3.9,2.8,1.9,2.2,2.9,과도한 불필요한 회의과 경력 개발 기회 차단로 조직 신뢰 붕괴 상황. 즉각적인 개입 요청합니다.,2.7
TCULTURE00225,EMP109,ORG204,IT기획팀,기술본부,2023,2023-11-14,2.8,2.9,2.8,2.5,2.1,2.7,3.6,2.8,과도한 업무량과 성과 무시로 조직 신뢰 붕괴 상황. 즉각적인 개입 요청합니다.,3.1
TCULTURE00226,EMP109,ORG204,IT기획팀,기술본부,2024,2024-10-26,2.8,3.1,2.3,2.2,2.1,2.4,2.2,2.4,과도한 야근과 성과 무시로 팀 사기 최저 상황. 즉각적인 개입 요청합니다.,3.2
TCULTURE00227,EMP110,ORG204,IT기획팀,기술본부,2024,2024-11-24,2.2,2.0,3.7,2.2,2.6,2.8,1.8,2.5,과도한 불필요한 회의과 보상 불공정로 팀 사기 최저 상황. 즉각적인 개입 요청합니다.,3.2
TCULTURE00228,EMP111,ORG204,IT기획팀,기술본부,2023,2023-11-26,2.9,3.4,2.1,2.6,2.5,2.7,1.6,2.5,팀 문화가 심각한 수준입니다. 팀원 간 경쟁만 부추기고 협업 없음가 만연합니다. 조직 개편 없으면 퇴사 고려.,2.6
TCULTURE00229,EMP111,ORG204,IT기획팀,기술본부,2024,2024-11-12,1.6,2.7,1.2,1.4,3.0,2.2,1.9,2.0,팀 문화가 심각한 수준입니다. 불공정한 평가와 편애가 만연합니다. 더 이상 견디기 어려움.,3.3
TCULTURE00230,EMP112,ORG204,IT기획팀,기술본부,2023,2023-11-25,2.7,3.0,2.4,4.1,2.1,3.5,2.5,2.9,"성과는 리더 공, 실패는 팀원 책임합니다. 이런 환경에서는 장기 근무 의사 없음. 근본적 변화 필요.",1.5
TCULTURE00231,EMP112,ORG204,IT기획팀,기술본부,2024,2024-11-01,2.8,2.7,1.9,1.9,2.5,2.7,1.0,2.2,과도한 주말 근무과 경력 개발 기회 차단로 프로젝트 실패 반복 상황. 즉각적인 개입 요청합니다.,3.1
TCULTURE00232,EMP113,ORG204,IT기획팀,기술본부,2023,2023-11-01,2.2,1.7,3.1,2.5,3.2,2.8,2.5,2.6,의견 제시하면 무시당함합니다. 이런 환경에서는 창의성 발휘 어려움. 근본적 변화 필요.,2.4
TCULTURE00233,EMP113,ORG204,IT기획팀,기술본부,2024,2024-10-20,2.8,2.3,2.0,2.9,2.4,2.5,3.2,2.6,팀장의 구시대적 관리 방식으로 팀 전체가 불신 상태입니다. 다수 팀원이 이직 준비. 시급한 조치 필요.,2.4
TCULTURE00234,EMP114,ORG204,IT기획팀,기술본부,2023,2023-11-04,2.5,2.1,2.8,2.7,3.0,2.2,2.2,2.5,과도한 주말 근무과 보상 불공정로 프로젝트 실패 반복 상황. 즉각적인 개입 요청합니다.,3.0
TCULTURE00235,EMP114,ORG204,IT기획팀,기술본부,2024,2024-11-10,2.7,2.0,3.3,1.5,3.0,1.7,3.6,2.5,과도한 야근과 소통 단절로 우수 인재 대거 이탈 상황. 즉각적인 개입 요청합니다.,1.6
TCULTURE00236,EMP115,ORG204,IT기획팀,기술본부,2023,2023-10-26,3.2,2.5,2.3,2.6,2.9,2.0,2.0,2.5,팀장의 편파적 태도으로 팀 전체가 분열 상태입니다. 집단 민원 검토. 시급한 조치 필요.,2.9
TCULTURE00237,EMP115,ORG204,IT기획팀,기술본부,2024,2024-11-16,1.5,2.1,4.3,1.9,3.2,2.1,2.8,2.6,과도한 불필요한 회의과 성과 무시로 프로젝트 실패 반복 상황. 즉각적인 개입 요청합니다.,2.9
TCULTURE00238,EMP116,ORG204,IT기획팀,기술본부,2023,2023-10-10,3.2,2.4,3.7,2.1,2.6,2.6,1.8,2.6,팀 문화가 심각한 수준입니다. 불공정한 평가와 편애가 만연합니다. 조직 개편 없으면 퇴사 고려.,2.3
TCULTURE00239,EMP116,ORG204,IT기획팀,기술본부,2024,2024-11-16,2.6,2.2,4.0,2.0,3.2,3.0,2.5,2.8,팀 문화가 심각한 수준입니다. 불공정한 평가와 편애가 만연합니다. 더 이상 견디기 어려움.,2.0
TCULTURE00240,EMP117,ORG204,IT기획팀,기술본부,2023,2023-11-23,2.0,2.2,1.4,1.9,1.6,3.3,2.9,2.2,의견 제시하면 무시당함합니다. 이런 환경에서는 장기 근무 의사 없음. 근본적 변화 필요.,3.0
TCULTURE00241,EMP117,ORG204,IT기획팀,기술본부,2024,2024-10-09,2.9,2.6,3.4,2.1,2.6,2.9,1.7,2.6,과도한 주말 근무과 보상 불공정로 팀 사기 최저 상황. 즉각적인 개입 요청합니다.,4.4
TCULTURE00242,EMP119,ORG204,IT기획팀,기술본부,2023,2023-10-27,2.5,2.6,3.3,3.0,2.5,2.6,1.6,2.6,팀장의 역량 부족으로 팀 전체가 분열 상태입니다. 팀 재편 논의 중. 시급한 조치 필요.,2.2
TCULTURE00243,EMP119,ORG204,IT기획팀,기술본부,2024,2024-10-11,2.8,2.8,3.2,2.4,1.7,3.1,3.4,2.8,과도한 야근과 소통 단절로 우수 인재 대거 이탈 상황. 즉각적인 개입 요청합니다.,3.0
TCULTURE00244,EMP120,ORG204,IT기획팀,기술본부,2023,2023-10-09,2.4,3.1,4.6,2.6,1.7,2.1,2.9,2.8,팀장의 역량 부족으로 팀 전체가 불신 상태입니다. 팀 재편 논의 중. 시급한 조치 필요.,1.5
TCULTURE00245,EMP120,ORG204,IT기획팀,기술본부,2024,2024-11-04,2.6,2.7,3.4,3.3,3.0,1.2,3.1,2.8,심리적 안전감 전무합니다. 이런 환경에서는 팀 애정 사라짐. 근본적 변화 필요.,2.9
TCULTURE00246,EMP121,ORG205,UI/UX디자인팀,기술본부,2023,2023-10-04,2.7,1.5,2.0,1.8,1.3,2.5,2.0,2.0,의견 제시하면 무시당함합니다. 이런 환경에서는 장기 근무 의사 없음. 근본적 변화 필요.,4.1
TCULTURE00247,EMP121,ORG205,UI/UX디자인팀,기술본부,2024,2024-11-24,2.4,3.3,1.6,2.2,2.6,2.0,2.2,2.3,팀장의 소통 부재으로 팀 전체가 분열 상태입니다. 본부장 면담 요청. 시급한 조치 필요.,2.4
TCULTURE00248,EMP123,ORG205,UI/UX디자인팀,기술본부,2023,2023-10-10,2.4,3.6,2.7,2.8,2.8,2.9,2.5,2.8,의견 제시하면 무시당함합니다. 이런 환경에서는 성장 불가능. 근본적 변화 필요.,2.3
TCULTURE00249,EMP123,ORG205,UI/UX디자인팀,기술본부,2024,2024-10-11,2.6,3.2,3.2,2.4,3.0,2.4,2.5,2.8,팀장의 구시대적 관리 방식으로 팀 전체가 불신 상태입니다. 집단 민원 검토. 시급한 조치 필요.,2.2
TCULTURE00250,EMP124,ORG205,UI/UX디자인팀,기술본부,2023,2023-10-12,2.4,3.3,2.6,2.6,1.6,2.3,2.4,2.5,팀장의 소통 부재으로 팀 전체가 번아웃 상태입니다. 다수 팀원이 이직 준비. 시급한 조치 필요.,2.0
TCULTURE00251,EMP124,ORG205,UI/UX디자인팀,기술본부,2024,2024-10-19,2.5,2.2,2.5,2.6,1.9,2.3,2.5,2.4,팀 문화가 심각한 수준입니다. 야근이 강요되며 휴가 사용 눈치가 만연합니다. 조직 개편 없으면 퇴사 고려.,3.2
TCULTURE00252,EMP125,ORG205,UI/UX디자인팀,기술본부,2023,2023-10-01,2.7,2.1,2.7,3.5,3.1,2.8,2.9,2.8,과도한 업무량과 경력 개발 기회 차단로 팀 사기 최저 상황. 즉각적인 개입 요청합니다.,3.4
TCULTURE00253,EMP125,ORG205,UI/UX디자인팀,기술본부,2024,2024-11-20,3.1,2.8,3.1,1.9,1.6,2.6,2.5,2.5,팀장의 역량 부족으로 팀 전체가 불신 상태입니다. 팀 재편 논의 중. 시급한 조치 필요.,2.2
TCULTURE00254,EMP126,ORG205,UI/UX디자인팀,기술본부,2023,2023-10-07,3.0,1.4,2.2,2.2,1.5,3.4,1.7,2.2,의견 제시하면 무시당함합니다. 이런 환경에서는 장기 근무 의사 없음. 근본적 변화 필요.,2.1
TCULTURE00255,EMP126,ORG205,UI/UX디자인팀,기술본부,2024,2024-10-19,3.0,2.9,1.8,2.9,2.7,3.9,2.7,2.8,팀 문화가 심각한 수준입니다. 불공정한 평가와 편애가 만연합니다. 이직 준비 중.,2.4
TCULTURE00256,EMP127,ORG205,UI/UX디자인팀,기술본부,2024,2024-11-24,2.0,2.1,2.0,3.3,2.5,2.8,3.4,2.6,팀 문화가 심각한 수준입니다. 불공정한 평가와 편애가 만연합니다. 조직 개편 없으면 퇴사 고려.,1.1
TCULTURE00257,EMP128,ORG205,UI/UX디자인팀,기술본부,2023,2023-10-24,3.3,2.5,2.8,2.0,2.0,2.8,3.9,2.8,팀 문화가 심각한 수준입니다. 팀원 간 경쟁만 부추기고 협업 없음가 만연합니다. HR 면담 요청 예정.,3.1
TCULTURE00258,EMP128,ORG205,UI/UX디자인팀,기술본부,2024,2024-10-03,3.3,2.4,2.1,2.0,2.2,1.3,2.1,2.2,팀장의 편파적 태도으로 팀 전체가 분열 상태입니다. 본부장 면담 요청. 시급한 조치 필요.,2.2
TCULTURE00259,EMP129,ORG205,UI/UX디자인팀,기술본부,2023,2023-11-21,2.4,2.6,2.7,2.5,2.2,1.3,2.2,2.3,과도한 업무량과 성과 무시로 조직 신뢰 붕괴 상황. 즉각적인 개입 요청합니다.,1.9
TCULTURE00260,EMP129,ORG205,UI/UX디자인팀,기술본부,2024,2024-10-11,2.8,3.0,3.1,3.0,2.4,2.2,2.1,2.7,팀장의 구시대적 관리 방식으로 팀 전체가 좌절 상태입니다. 집단 민원 검토. 시급한 조치 필요.,1.6
TCULTURE00261,EMP130,ORG205,UI/UX디자인팀,기술본부,2023,2023-11-10,3.1,2.4,1.8,2.0,2.0,2.5,3.1,2.4,팀 문화가 심각한 수준입니다. 리더가 일방적으로 지시만 하고 피드백 무시가 만연합니다. HR 면담 요청 예정.,2.3
TCULTURE00262,EMP130,ORG205,UI/UX디자인팀,기술본부,2024,2024-11-20,1.1,2.4,2.4,2.4,2.1,2.6,2.5,2.2,"성과는 리더 공, 실패는 팀원 책임합니다. 이런 환경에서는 창의성 발휘 어려움. 근본적 변화 필요.",2.5
TCULTURE00263,EMP131,ORG205,UI/UX디자인팀,기술본부,2023,2023-10-26,2.7,2.2,2.2,3.3,2.8,3.0,3.2,2.8,실수하면 공개적으로 질책합니다. 이런 환경에서는 성장 불가능. 근본적 변화 필요.,2.8
TCULTURE00264,EMP131,ORG205,UI/UX디자인팀,기술본부,2024,2024-11-11,3.1,1.6,2.6,2.4,3.5,3.1,2.1,2.6,과도한 불필요한 회의과 소통 단절로 프로젝트 실패 반복 상황. 즉각적인 개입 요청합니다.,2.7
TCULTURE00265,EMP133,ORG205,UI/UX디자인팀,기술본부,2023,2023-10-01,2.6,2.8,1.9,2.7,2.4,2.7,2.1,2.5,"성과는 리더 공, 실패는 팀원 책임합니다. 이런 환경에서는 팀 애정 사라짐. 근본적 변화 필요.",2.1
TCULTURE00266,EMP133,ORG205,UI/UX디자인팀,기술본부,2024,2024-10-11,3.2,1.9,1.9,2.5,2.0,2.0,2.6,2.3,과도한 주말 근무과 경력 개발 기회 차단로 프로젝트 실패 반복 상황. 즉각적인 개입 요청합니다.,1.6
TCULTURE00267,EMP134,ORG205,UI/UX디자인팀,기술본부,2024,2024-10-17,1.9,3.7,2.8,2.1,2.8,2.8,3.1,2.7,팀 문화가 심각한 수준입니다. 팀원 간 경쟁만 부추기고 협업 없음가 만연합니다. 이직 준비 중.,2.4
TCULTURE00268,EMP135,ORG205,UI/UX디자인팀,기술본부,2023,2023-10-12,3.1,1.3,1.9,2.6,2.7,2.0,2.7,2.3,팀장의 역량 부족으로 팀 전체가 불신 상태입니다. 집단 민원 검토. 시급한 조치 필요.,2.1
TCULTURE00269,EMP135,ORG205,UI/UX디자인팀,기술본부,2024,2024-11-18,2.3,3.1,3.0,1.9,1.9,2.3,2.5,2.4,팀 문화가 심각한 수준입니다. 팀원 간 경쟁만 부추기고 협업 없음가 만연합니다. 조직 개편 없으면 퇴사 고려.,2.1
TCULTURE00270,EMP136,ORG206,QA팀,기술본부,2024,2024-10-07,3.1,2.7,2.7,1.7,3.2,1.0,3.0,2.5,의견 제시하면 무시당함합니다. 이런 환경에서는 성장 불가능. 근본적 변화 필요.,3.1
TCULTURE00271,EMP137,ORG206,QA팀,기술본부,2023,2023-11-19,2.2,3.3,2.5,2.5,2.7,4.4,3.3,3.0,팀 문화가 심각한 수준입니다. 야근이 강요되며 휴가 사용 눈치가 만연합니다. 더 이상 견디기 어려움.,2.9
TCULTURE00272,EMP137,ORG206,QA팀,기술본부,2024,2024-10-17,2.0,2.6,2.0,3.0,2.6,1.8,2.5,2.4,팀 문화가 심각한 수준입니다. 불공정한 평가와 편애가 만연합니다. HR 면담 요청 예정.,2.0
TCULTURE00273,EMP138,ORG206,QA팀,기술본부,2023,2023-10-21,2.6,2.0,2.5,3.0,2.5,2.3,2.6,2.5,팀장의 구시대적 관리 방식으로 팀 전체가 번아웃 상태입니다. 다수 팀원이 이직 준비. 시급한 조치 필요.,2.9
TCULTURE00274,EMP138,ORG206,QA팀,기술본부,2024,2024-10-20,1.8,2.7,3.3,2.8,2.5,2.9,2.8,2.7,팀장의 구시대적 관리 방식으로 팀 전체가 좌절 상태입니다. 집단 민원 검토. 시급한 조치 필요.,3.0
TCULTURE00275,EMP139,ORG206,QA팀,기술본부,2023,2023-11-07,1.3,1.6,3.1,1.6,2.7,2.3,1.9,2.1,"성과는 리더 공, 실패는 팀원 책임합니다. 이런 환경에서는 장기 근무 의사 없음. 근본적 변화 필요.",2.7
TCULTURE00276,EMP139,ORG206,QA팀,기술본부,2024,2024-10-26,2.6,3.8,2.1,3.4,2.7,2.1,3.0,2.8,실수하면 공개적으로 질책합니다. 이런 환경에서는 팀 애정 사라짐. 근본적 변화 필요.,2.8
TCULTURE00277,EMP140,ORG206,QA팀,기술본부,2024,2024-11-17,2.5,2.7,2.1,2.0,3.0,2.4,2.5,2.5,과도한 업무량과 경력 개발 기회 차단로 우수 인재 대거 이탈 상황. 즉각적인 개입 요청합니다.,2.7
TCULTURE00278,EMP141,ORG206,QA팀,기술본부,2023,2023-11-03,2.7,1.6,3.3,2.6,2.4,2.8,2.6,2.6,팀장의 편파적 태도으로 팀 전체가 좌절 상태입니다. 다수 팀원이 이직 준비. 시급한 조치 필요.,3.0
TCULTURE00279,EMP141,ORG206,QA팀,기술본부,2024,2024-10-06,2.8,2.9,3.3,3.0,2.4,1.8,3.5,2.8,의견 제시하면 무시당함합니다. 이런 환경에서는 팀 애정 사라짐. 근본적 변화 필요.,2.4
TCULTURE00280,EMP142,ORG206,QA팀,기술본부,2023,2023-10-03,2.2,1.5,2.7,2.6,1.6,2.8,2.2,2.2,팀장의 역량 부족으로 팀 전체가 번아웃 상태입니다. 집단 민원 검토. 시급한 조치 필요.,4.1
TCULTURE00281,EMP142,ORG206,QA팀,기술본부,2024,2024-11-17,2.2,2.2,2.0,3.3,2.3,2.1,2.9,2.4,과도한 주말 근무과 성과 무시로 팀 사기 최저 상황. 즉각적인 개입 요청합니다.,1.7
TCULTURE00282,EMP143,ORG206,QA팀,기술본부,2023,2023-10-16,2.9,3.6,2.8,2.9,3.0,3.5,3.2,3.1,팀 문화가 심각한 수준입니다. 불공정한 평가와 편애가 만연합니다. 조직 개편 없으면 퇴사 고려.,2.8
TCULTURE00283,EMP143,ORG206,QA팀,기술본부,2024,2024-11-01,3.0,2.0,3.0,1.9,2.3,1.0,2.7,2.3,심리적 안전감 전무합니다. 이런 환경에서는 창의성 발휘 어려움. 근본적 변화 필요.,2.1
TCULTURE00284,EMP144,ORG206,QA팀,기술본부,2023,2023-11-04,3.2,2.7,3.2,1.8,3.1,3.8,3.0,3.0,팀장의 구시대적 관리 방식으로 팀 전체가 분열 상태입니다. 팀 재편 논의 중. 시급한 조치 필요.,3.0
TCULTURE00285,EMP144,ORG206,QA팀,기술본부,2024,2024-10-14,2.6,2.2,3.0,1.6,2.2,1.4,2.1,2.2,팀장의 역량 부족으로 팀 전체가 불신 상태입니다. 본부장 면담 요청. 시급한 조치 필요.,2.9
TCULTURE00286,EMP145,ORG206,QA팀,기술본부,2023,2023-11-23,2.8,2.5,2.6,1.4,2.3,2.1,2.1,2.3,팀 문화가 심각한 수준입니다. 불공정한 평가와 편애가 만연합니다. 조직 개편 없으면 퇴사 고려.,2.9
TCULTURE00287,EMP145,ORG206,QA팀,기술본부,2024,2024-10-22,2.0,2.1,1.2,2.3,1.8,2.5,1.9,2.0,팀장의 구시대적 관리 방식으로 팀 전체가 분열 상태입니다. 본부장 면담 요청. 시급한 조치 필요.,2.6
TCULTURE00288,EMP146,ORG206,QA팀,기술본부,2023,2023-11-08,2.4,3.5,2.8,1.4,1.7,2.5,1.9,2.3,팀 문화가 심각한 수준입니다. 팀원 간 경쟁만 부추기고 협업 없음가 만연합니다. 조직 개편 없으면 퇴사 고려.,1.0
TCULTURE00289,EMP146,ORG206,QA팀,기술본부,2024,2024-11-28,3.3,2.9,2.8,2.1,2.8,2.1,2.6,2.7,과도한 불필요한 회의과 경력 개발 기회 차단로 팀 사기 최저 상황. 즉각적인 개입 요청합니다.,1.9
TCULTURE00290,EMP147,ORG206,QA팀,기술본부,2023,2023-10-05,3.4,1.6,3.2,2.5,2.2,2.6,2.9,2.6,팀장의 역량 부족으로 팀 전체가 번아웃 상태입니다. 본부장 면담 요청. 시급한 조치 필요.,3.3
TCULTURE00291,EMP147,ORG206,QA팀,기술본부,2024,2024-10-04,2.7,2.0,2.5,3.6,3.3,3.0,3.0,2.9,"성과는 리더 공, 실패는 팀원 책임합니다. 이런 환경에서는 창의성 발휘 어려움. 근본적 변화 필요.",2.9
TCULTURE00292,EMP148,ORG206,QA팀,기술본부,2023,2023-10-12,3.2,2.2,1.7,2.5,2.0,1.9,2.1,2.2,의견 제시하면 무시당함합니다. 이런 환경에서는 창의성 발휘 어려움. 근본적 변화 필요.,4.0
TCULTURE00293,EMP148,ORG206,QA팀,기술본부,2024,2024-11-20,2.6,2.7,1.8,1.4,2.0,3.4,2.7,2.4,과도한 야근과 보상 불공정로 프로젝트 실패 반복 상황. 즉각적인 개입 요청합니다.,2.9
TCULTURE00294,EMP149,ORG206,QA팀,기술본부,2023,2023-11-19,2.9,2.1,3.3,2.1,3.3,2.8,1.4,2.6,과도한 야근과 경력 개발 기회 차단로 팀 사기 최저 상황. 즉각적인 개입 요청합니다.,2.1
TCULTURE00295,EMP149,ORG206,QA팀,기술본부,2024,2024-10-13,1.4,3.2,2.5,1.2,2.7,2.2,1.6,2.1,의견 제시하면 무시당함합니다. 이런 환경에서는 성장 불가능. 근본적 변화 필요.,3.5
TCULTURE00296,EMP150,ORG206,QA팀,기술본부,2023,2023-10-05,2.6,2.3,2.3,1.6,1.7,3.3,2.2,2.3,의견 제시하면 무시당함합니다. 이런 환경에서는 창의성 발휘 어려움. 근본적 변화 필요.,2.5
TCULTURE00297,EMP150,ORG206,QA팀,기술본부,2024,2024-10-19,1.3,1.7,2.9,2.7,3.6,3.3,2.4,2.6,실수하면 공개적으로 질책합니다. 이런 환경에서는 성장 불가능. 근본적 변화 필요.,2.8
TCULTURE00298,EMP151,ORG206,QA팀,기술본부,2023,2023-11-06,2.3,3.7,3.2,2.6,2.6,3.4,2.8,2.9,팀 문화가 심각한 수준입니다. 불공정한 평가와 편애가 만연합니다. 조직 개편 없으면 퇴사 고려.,3.4
TCULTURE00299,EMP151,ORG206,QA팀,기술본부,2024,2024-10-25,1.2,2.8,2.2,3.6,3.4,2.5,3.4,2.7,팀장의 편파적 태도으로 팀 전체가 좌절 상태입니다. 다수 팀원이 이직 준비. 시급한 조치 필요.,3.6
TCULTURE00300,EMP152,ORG206,QA팀,기술본부,2023,2023-11-23,2.5,4.0,2.5,2.4,3.0,2.3,2.6,2.8,팀 문화가 심각한 수준입니다. 리더가 일방적으로 지시만 하고 피드백 무시가 만연합니다. 이직 준비 중.,3.3
TCULTURE00301,EMP152,ORG206,QA팀,기술본부,2024,2024-10-24,2.5,1.5,2.7,2.1,3.0,2.9,3.4,2.6,과도한 불필요한 회의과 소통 단절로 프로젝트 실패 반복 상황. 즉각적인 개입 요청합니다.,3.0
TCULTURE00302,EMP153,ORG301,마케팅팀,비즈니스본부,2023,2023-11-19,4.0,3.2,3.9,4.5,3.2,4.4,3.2,3.8,팀 분위기가 예전만 못합니다. 핵심 인재 이탈로 인해 구성원 의견 청취 상황입니다.,3.1
TCULTURE00303,EMP153,ORG301,마케팅팀,비즈니스본부,2024,2024-10-27,3.6,3.9,4.0,3.0,3.7,3.2,2.8,3.5,의사결정 과정이 불투명합니다. 역할과 책임 명확화이 필요합니다.,3.0
TCULTURE00304,EMP154,ORG301,마케팅팀,비즈니스본부,2023,2023-10-08,3.1,3.8,4.1,2.8,3.7,2.9,3.8,3.5,불공정한 평가됩니다. 팀 문화 개선을 위한 HR 개입이 필요해 보입니다.,3.2
TCULTURE00305,EMP154,ORG301,마케팅팀,비즈니스본부,2024,2024-11-02,3.0,3.9,3.2,3.3,2.4,4.0,3.9,3.4,업무 분배가 불균형하다고 느낍니다. 프로세스 개선이 필요합니다.,3.5
TCULTURE00306,EMP155,ORG301,마케팅팀,비즈니스본부,2024,2024-10-01,2.7,4.1,3.2,3.3,4.7,3.1,3.9,3.6,팀 분위기가 예전만 못합니다. 리더 신뢰 문제로 인해 리더십 교체 검토 상황입니다.,3.8
TCULTURE00307,EMP156,ORG301,마케팅팀,비즈니스본부,2023,2023-11-11,3.7,3.6,3.7,3.6,3.5,4.3,2.8,3.6,업무량이 과도하여 번아웃 우려됩니다. 팀 문화 개선을 위한 리더십 변화이 필요해 보입니다.,4.0
TCULTURE00308,EMP156,ORG301,마케팅팀,비즈니스본부,2024,2024-11-18,3.9,3.8,4.1,3.5,2.6,3.5,3.0,3.5,팀 분위기가 예전만 못합니다. 팀 내 갈등로 인해 리더십 교체 검토 상황입니다.,3.1
TCULTURE00309,EMP157,ORG301,마케팅팀,비즈니스본부,2023,2023-10-20,2.9,3.3,3.2,2.3,3.9,4.6,3.8,3.4,불공정한 평가됩니다. 팀 문화 개선을 위한 리더십 변화이 필요해 보입니다.,3.4
TCULTURE00310,EMP157,ORG301,마케팅팀,비즈니스본부,2024,2024-10-27,3.5,3.3,3.5,3.5,3.1,4.3,2.8,3.4,팀 분위기가 침체되어 있습니다. 팀 내 갈등로 인해 문화 혁신 시급 상황입니다.,3.9
TCULTURE00311,EMP158,ORG301,마케팅팀,비즈니스본부,2023,2023-11-04,3.4,4.5,3.7,3.3,3.4,3.5,2.9,3.5,업무 분배가 불균형하다고 느낍니다. 프로세스 개선이 필요합니다.,3.1
TCULTURE00312,EMP158,ORG301,마케팅팀,비즈니스본부,2024,2024-10-21,2.6,3.0,3.5,3.7,2.5,3.4,3.8,3.2,성장 기회가 제한적됩니다. 팀 문화 개선을 위한 솔직한 대화의 장이 필요해 보입니다.,3.4
TCULTURE00313,EMP159,ORG301,마케팅팀,비즈니스본부,2023,2023-11-07,3.2,3.3,3.2,3.2,3.6,4.7,3.1,3.5,불공정한 평가됩니다. 팀 문화 개선을 위한 솔직한 대화의 장이 필요해 보입니다.,3.3
TCULTURE00314,EMP159,ORG301,마케팅팀,비즈니스본부,2024,2024-11-15,3.5,3.2,4.0,2.3,3.2,3.9,3.4,3.4,팀 분위기가 개선이 시급합니다. 핵심 인재 이탈로 인해 구성원 의견 청취 상황입니다.,3.1
TCULTURE00315,EMP160,ORG301,마케팅팀,비즈니스본부,2023,2023-10-17,3.7,4.0,3.6,3.1,3.7,3.3,3.9,3.6,팀 분위기가 점점 악화되는 느낌. 업무 동기 저하로 인해 리더십 교체 검토 상황입니다.,4.2
TCULTURE00316,EMP160,ORG301,마케팅팀,비즈니스본부,2024,2024-10-19,2.2,3.6,2.6,4.7,3.3,3.9,3.5,3.4,성과 인정이 부족됩니다. 팀 문화 개선을 위한 팀 워크샵이 필요해 보입니다.,3.1
