meeting_id,employee_id,manager_id,meeting_datetime,duration_minutes,discussion_topics,action_items,next_meeting_scheduled,employee_satisfaction_score,meeting_status
MTG002451,EMP064,TL004,2024-01-05 15:30:00,30,최근 프로젝트 피드백 | 팀 협업 및 커뮤니케이션,다음 분기까지 실행,2024-01-30,4.6,완료
MTG002452,EMP064,TL004,2024-02-04 13:00:00,60,차기 평가 준비 | 업무 만족도 및 고충 상담 | 최근 프로젝트 피드백,이번 달 내 검토 | 피드백 반영,2024-03-09,3.9,완료
MTG002453,EMP064,TL004,2024-03-11 16:30:00,60,교육 및 개발 기회 논의 | 최근 프로젝트 피드백 | 커리어 개발 논의,다음 분기까지 검토,2024-04-08,4.4,완료
MTG002454,EMP064,TL004,2024-04-07 11:00:00,30,커리어 개발 논의 | 교육 및 개발 기회 논의 | 최근 프로젝트 피드백,피드백 반영 | 이번 달 내 완료,2024-05-04,3.7,완료
MTG002455,EMP064,TL004,2024-05-06 13:30:00,45,교육 및 개발 기회 논의 | 차기 평가 준비,피드백 반영 | 이번 달 내 검토,2024-06-01,4.4,완료
MTG002456,EMP064,TL004,2024-06-04 15:30:00,45,개인 역량 개발 계획 | 업무 관련 어려움 및 지원 사항,이번 달 내 완료 | 목표 수정,2024-06-29,4.2,완료
MTG002457,EMP064,TL004,2024-07-06 13:30:00,60,업무 만족도 및 고충 상담 | 업무 진행 상황 점검,교육 신청,2024-08-09,4.7,완료
MTG002458,EMP064,TL004,2024-07-27 11:30:00,45,최근 프로젝트 피드백 | 개인 역량 개발 계획,교육 신청 | 다음 분기까지 실행,2024-08-30,4.3,완료
MTG002459,EMP064,TL004,2024-09-17 12:30:00,60,차기 평가 준비 | 업무 관련 어려움 및 지원 사항 | 팀 협업 및 커뮤니케이션,교육 신청 | 이번 달 내 실행,2024-10-19,4.9,완료
MTG002460,EMP064,TL004,2024-09-26 12:00:00,60,차기 평가 준비 | 교육 및 개발 기회 논의,이번 달 내 실행,2024-10-30,4.3,완료
MTG002461,EMP064,TL004,2024-11-04 14:30:00,60,업무 만족도 및 고충 상담 | 개인 역량 개발 계획 | 커리어 개발 논의,다음 주까지 실행,2024-11-30,4.7,완료
MTG002462,EMP064,TL004,2024-12-07 11:00:00,45,팀 협업 및 커뮤니케이션 | 업무 만족도 및 고충 상담,다음 분기까지 실행 | 목표 수정,2025-01-01,4.1,완료
MTG002463,EMP064,TL004,2025-01-05 15:00:00,45,최근 프로젝트 피드백 | 업무 진행 상황 점검,다음 주까지 완료 | 목표 수정,2025-02-03,4.5,완료
MTG002464,EMP064,TL004,2025-02-15 11:00:00,60,업무 만족도 및 고충 상담 | 최근 프로젝트 피드백,이번 달 내 실행 | 프로젝트 배정,2025-03-20,4.3,완료
MTG002465,EMP064,TL004,2025-02-27 13:30:00,30,교육 및 개발 기회 논의 | 차기 평가 준비,목표 수정,2025-03-25,3.9,완료
MTG002466,EMP064,TL004,2025-04-03 12:30:00,60,차기 평가 준비 | 개인 역량 개발 계획,다음 주까지 완료,2025-05-06,4.3,완료
MTG002467,EMP064,TL004,2025-05-15 15:00:00,60,성과 목표 검토 및 조정 | 업무 진행 상황 점검,교육 신청 | 이번 달 내 검토,2025-06-11,4.5,완료
MTG002468,EMP064,TL004,2025-06-12 12:30:00,30,최근 프로젝트 피드백 | 성과 목표 검토 및 조정,교육 신청,2025-07-10,4.3,완료
MTG002469,EMP064,TL004,2025-07-11 10:00:00,30,팀 협업 및 커뮤니케이션 | 차기 평가 준비,피드백 반영 | 다음 분기까지 완료,2025-08-13,3.5,완료
MTG002470,EMP064,TL004,2025-08-10 11:30:00,60,업무 만족도 및 고충 상담 | 업무 관련 어려움 및 지원 사항,이번 달 내 완료,2025-09-06,3.9,완료
MTG002471,EMP064,TL004,2025-08-19 13:30:00,60,업무 만족도 및 고충 상담 | 최근 프로젝트 피드백,교육 신청 | 다음 주까지 실행,2025-09-14,3.6,완료
MTG002472,EMP064,TL004,2025-09-27 15:30:00,60,업무 진행 상황 점검 | 최근 프로젝트 피드백,프로젝트 배정 | 다음 주까지 실행,2025-10-31,4.9,완료
MTG002473,EMP064,TL004,2025-11-06 14:00:00,45,교육 및 개발 기회 논의 | 개인 역량 개발 계획 | 성과 목표 검토 및 조정,피드백 반영,2025-12-03,3.8,완료
MTG002474,EMP065,TL004,2023-01-29 13:30:00,45,업무 진행 상황 점검 | 커리어 개발 논의,다음 분기까지 완료,2023-03-03,4.4,완료
MTG002475,EMP065,TL004,2023-02-24 16:00:00,30,팀 협업 및 커뮤니케이션 | 업무 관련 어려움 및 지원 사항,다음 주까지 실행 | 피드백 반영,2023-03-28,4.8,완료
MTG002476,EMP065,TL004,2023-03-18 10:00:00,45,업무 관련 어려움 및 지원 사항 | 팀 협업 및 커뮤니케이션 | 차기 평가 준비,다음 주까지 완료,2023-04-14,4.1,완료
MTG002477,EMP065,TL004,2023-04-07 14:30:00,30,팀 협업 및 커뮤니케이션 | 차기 평가 준비,다음 분기까지 완료 | 역량 개발 계획 수립,2023-05-10,4.3,완료
MTG002478,EMP065,TL004,2023-05-17 12:30:00,45,차기 평가 준비 | 최근 프로젝트 피드백 | 팀 협업 및 커뮤니케이션,역량 개발 계획 수립 | 다음 분기까지 검토,2023-06-20,3.8,완료
MTG002479,EMP065,TL004,2023-06-28 12:30:00,45,차기 평가 준비 | 업무 진행 상황 점검 | 교육 및 개발 기회 논의,교육 신청,2023-07-29,3.8,완료
MTG002480,EMP065,TL004,2023-07-20 12:00:00,60,차기 평가 준비 | 업무 진행 상황 점검 | 교육 및 개발 기회 논의,다음 주까지 실행,2023-08-17,3.6,완료
MTG002481,EMP065,TL004,2023-08-04 13:00:00,60,개인 역량 개발 계획 | 성과 목표 검토 및 조정,다음 분기까지 완료 | 피드백 반영,2023-09-08,4.5,완료
MTG002482,EMP065,TL004,2023-09-06 11:00:00,45,커리어 개발 논의 | 개인 역량 개발 계획,이번 달 내 실행,2023-10-10,4.4,완료
MTG002483,EMP065,TL004,2023-10-11 15:00:00,30,최근 프로젝트 피드백 | 업무 진행 상황 점검,교육 신청 | 다음 주까지 실행,2023-11-07,4.9,완료
MTG002484,EMP065,TL004,2023-11-02 13:00:00,60,업무 만족도 및 고충 상담 | 팀 협업 및 커뮤니케이션,다음 주까지 완료,2023-12-01,4.2,완료
MTG002485,EMP065,TL004,2023-11-27 11:30:00,45,업무 진행 상황 점검 | 개인 역량 개발 계획,역량 개발 계획 수립 | 다음 분기까지 실행,2023-12-22,4.6,완료
MTG002486,EMP065,TL004,2023-12-29 11:00:00,60,팀 협업 및 커뮤니케이션 | 업무 관련 어려움 및 지원 사항 | 업무 만족도 및 고충 상담,다음 분기까지 검토 | 목표 수정,2024-01-27,4.0,완료
MTG002487,EMP065,TL004,2024-02-04 14:00:00,60,팀 협업 및 커뮤니케이션 | 차기 평가 준비,교육 신청 | 다음 주까지 완료,2024-03-04,3.9,완료
MTG002488,EMP065,TL004,2024-03-02 13:30:00,60,업무 진행 상황 점검 | 성과 목표 검토 및 조정 | 업무 관련 어려움 및 지원 사항,다음 주까지 완료 | 역량 개발 계획 수립,2024-04-01,4.9,완료
MTG002489,EMP065,TL004,2024-04-08 13:30:00,30,교육 및 개발 기회 논의 | 최근 프로젝트 피드백 | 팀 협업 및 커뮤니케이션,역량 개발 계획 수립 | 이번 달 내 검토,2024-05-10,4.2,완료
MTG002490,EMP065,TL004,2024-04-25 12:00:00,45,팀 협업 및 커뮤니케이션 | 업무 관련 어려움 및 지원 사항 | 업무 만족도 및 고충 상담,다음 분기까지 실행,2024-05-21,4.1,완료
MTG002491,EMP065,TL004,2024-06-22 11:00:00,45,커리어 개발 논의 | 차기 평가 준비,역량 개발 계획 수립,2024-07-23,3.8,완료
MTG002492,EMP065,TL004,2024-07-14 14:30:00,45,업무 진행 상황 점검 | 성과 목표 검토 및 조정,교육 신청,2024-08-15,3.8,완료
MTG002493,EMP065,TL004,2024-08-07 16:00:00,30,업무 진행 상황 점검 | 교육 및 개발 기회 논의,다음 주까지 실행 | 피드백 반영,2024-09-02,4.7,완료
MTG002494,EMP065,TL004,2024-08-26 15:30:00,45,성과 목표 검토 및 조정 | 개인 역량 개발 계획 | 팀 협업 및 커뮤니케이션,다음 분기까지 실행 | 역량 개발 계획 수립,2024-09-29,4.1,완료
MTG002495,EMP065,TL004,2024-10-16 15:30:00,30,업무 관련 어려움 및 지원 사항 | 업무 진행 상황 점검,다음 주까지 실행 | 목표 수정,2024-11-15,3.5,완료
MTG002496,EMP065,TL004,2024-10-25 12:30:00,30,업무 진행 상황 점검 | 개인 역량 개발 계획 | 교육 및 개발 기회 논의,프로젝트 배정,2024-11-20,3.6,완료
MTG002497,EMP065,TL004,2024-12-03 15:30:00,45,차기 평가 준비 | 교육 및 개발 기회 논의 | 개인 역량 개발 계획,다음 분기까지 검토,2025-01-07,3.9,완료
MTG002498,EMP065,TL004,2025-01-13 12:00:00,60,업무 관련 어려움 및 지원 사항 | 교육 및 개발 기회 논의,다음 분기까지 완료 | 피드백 반영,2025-02-12,4.6,완료
MTG002499,EMP065,TL004,2025-01-22 11:30:00,60,차기 평가 준비 | 성과 목표 검토 및 조정,목표 수정,2025-02-19,4.4,완료
MTG002500,EMP065,TL004,2025-02-24 14:00:00,45,커리어 개발 논의 | 팀 협업 및 커뮤니케이션 | 교육 및 개발 기회 논의,다음 분기까지 완료 | 피드백 반영,2025-03-25,4.5,완료
MTG002501,EMP065,TL004,2025-04-12 10:00:00,60,교육 및 개발 기회 논의 | 커리어 개발 논의 | 팀 협업 및 커뮤니케이션,이번 달 내 실행,2025-05-09,4.0,완료
MTG002502,EMP065,TL004,2025-05-11 11:30:00,30,최근 프로젝트 피드백 | 업무 관련 어려움 및 지원 사항,다음 분기까지 완료,2025-06-05,3.5,완료
MTG002503,EMP065,TL004,2025-06-04 14:30:00,60,업무 관련 어려움 및 지원 사항 | 개인 역량 개발 계획,이번 달 내 실행,2025-07-07,4.5,완료
MTG002504,EMP065,TL004,2025-07-05 16:00:00,45,성과 목표 검토 및 조정 | 커리어 개발 논의,다음 분기까지 실행 | 역량 개발 계획 수립,2025-08-06,4.5,완료
MTG002505,EMP065,TL004,2025-08-12 12:30:00,45,업무 진행 상황 점검 | 업무 관련 어려움 및 지원 사항 | 팀 협업 및 커뮤니케이션,이번 달 내 완료 | 역량 개발 계획 수립,2025-09-08,4.2,완료
MTG002506,EMP065,TL004,2025-08-24 14:00:00,45,개인 역량 개발 계획 | 성과 목표 검토 및 조정,이번 달 내 실행,2025-09-23,3.8,완료
MTG002507,EMP065,TL004,2025-10-02 11:30:00,60,업무 관련 어려움 및 지원 사항 | 최근 프로젝트 피드백 | 커리어 개발 논의,교육 신청,2025-10-28,4.1,완료
MTG002508,EMP065,TL004,2025-10-31 14:00:00,60,개인 역량 개발 계획 | 업무 관련 어려움 및 지원 사항 | 업무 진행 상황 점검,목표 수정,2025-11-29,3.6,완료
MTG002509,EMP066,TL004,2023-03-31 15:00:00,45,팀 협업 및 커뮤니케이션 | 개인 역량 개발 계획 | 업무 진행 상황 점검,목표 수정 | 이번 달 내 실행,2023-05-01,4.3,완료
MTG002510,EMP066,TL004,2023-04-07 16:30:00,30,개인 역량 개발 계획 | 업무 관련 어려움 및 지원 사항,다음 분기까지 완료,2023-05-03,3.9,완료
MTG002511,EMP066,TL004,2023-05-24 14:00:00,30,업무 진행 상황 점검 | 최근 프로젝트 피드백,다음 분기까지 검토 | 프로젝트 배정,2023-06-18,4.1,완료
MTG002512,EMP066,TL004,2023-06-24 13:00:00,60,성과 목표 검토 및 조정 | 최근 프로젝트 피드백 | 업무 진행 상황 점검,목표 수정 | 다음 주까지 완료,2023-07-25,3.8,완료
MTG002513,EMP066,TL004,2023-07-31 16:30:00,60,개인 역량 개발 계획 | 업무 만족도 및 고충 상담,피드백 반영 | 이번 달 내 실행,2023-08-29,4.9,완료
MTG002514,EMP066,TL004,2023-08-20 15:00:00,30,업무 진행 상황 점검 | 교육 및 개발 기회 논의,다음 분기까지 검토 | 역량 개발 계획 수립,2023-09-18,3.5,완료
MTG002515,EMP066,TL004,2023-09-26 15:00:00,30,업무 관련 어려움 및 지원 사항 | 교육 및 개발 기회 논의,프로젝트 배정 | 다음 주까지 완료,2023-10-24,5.0,완료
MTG002516,EMP066,TL004,2023-10-26 14:30:00,45,교육 및 개발 기회 논의 | 커리어 개발 논의,다음 분기까지 검토 | 역량 개발 계획 수립,2023-11-20,4.3,완료
MTG002517,EMP066,TL004,2023-11-25 10:00:00,45,차기 평가 준비 | 성과 목표 검토 및 조정,다음 주까지 검토,2023-12-26,4.2,완료
MTG002518,EMP066,TL004,2023-12-18 10:30:00,30,업무 만족도 및 고충 상담 | 최근 프로젝트 피드백 | 차기 평가 준비,목표 수정,2024-01-18,4.2,완료
MTG002519,EMP066,TL004,2024-01-18 10:30:00,30,커리어 개발 논의 | 업무 진행 상황 점검 | 업무 관련 어려움 및 지원 사항,이번 달 내 완료,2024-02-13,4.3,완료
MTG002520,EMP066,TL004,2024-02-26 10:00:00,30,최근 프로젝트 피드백 | 차기 평가 준비 | 교육 및 개발 기회 논의,이번 달 내 실행 | 프로젝트 배정,2024-03-22,4.8,완료
MTG002521,EMP066,TL004,2024-03-06 13:00:00,60,최근 프로젝트 피드백 | 차기 평가 준비,다음 주까지 실행 | 목표 수정,2024-04-10,4.1,완료
MTG002522,EMP066,TL004,2024-04-02 11:00:00,30,팀 협업 및 커뮤니케이션 | 교육 및 개발 기회 논의 | 개인 역량 개발 계획,피드백 반영,2024-05-01,4.8,완료
MTG002523,EMP066,TL004,2024-05-21 16:30:00,45,최근 프로젝트 피드백 | 차기 평가 준비 | 커리어 개발 논의,역량 개발 계획 수립 | 다음 분기까지 실행,2024-06-21,3.8,완료
MTG002524,EMP066,TL004,2024-06-24 15:30:00,30,팀 협업 및 커뮤니케이션 | 업무 관련 어려움 및 지원 사항 | 성과 목표 검토 및 조정,역량 개발 계획 수립,2024-07-21,4.9,완료
MTG002525,EMP066,TL004,2024-07-24 12:00:00,45,최근 프로젝트 피드백 | 개인 역량 개발 계획 | 커리어 개발 논의,목표 수정,2024-08-20,4.5,완료
MTG002526,EMP066,TL004,2024-08-05 11:30:00,30,최근 프로젝트 피드백 | 팀 협업 및 커뮤니케이션 | 개인 역량 개발 계획,교육 신청 | 다음 분기까지 완료,2024-09-03,4.3,완료
MTG002527,EMP066,TL004,2024-09-01 16:00:00,60,성과 목표 검토 및 조정 | 팀 협업 및 커뮤니케이션 | 최근 프로젝트 피드백,이번 달 내 실행,2024-10-03,4.1,완료
MTG002528,EMP066,TL004,2024-10-15 10:30:00,60,개인 역량 개발 계획 | 최근 프로젝트 피드백,다음 주까지 완료,2024-11-09,3.8,완료
MTG002529,EMP066,TL004,2024-11-02 16:30:00,30,업무 만족도 및 고충 상담 | 개인 역량 개발 계획,다음 분기까지 실행,2024-12-03,4.5,완료
MTG002530,EMP066,TL004,2024-12-17 15:00:00,30,업무 관련 어려움 및 지원 사항 | 최근 프로젝트 피드백,다음 분기까지 실행 | 교육 신청,2025-01-13,4.0,완료
MTG002531,EMP066,TL004,2025-01-10 11:00:00,45,업무 만족도 및 고충 상담 | 개인 역량 개발 계획 | 업무 진행 상황 점검,프로젝트 배정,2025-02-12,4.5,완료
MTG002532,EMP066,TL004,2025-02-04 16:00:00,30,업무 만족도 및 고충 상담 | 최근 프로젝트 피드백,다음 분기까지 검토 | 프로젝트 배정,2025-03-07,3.9,완료
MTG002533,EMP066,TL004,2025-03-12 10:30:00,45,커리어 개발 논의 | 업무 진행 상황 점검,역량 개발 계획 수립,2025-04-15,4.0,완료
MTG002534,EMP066,TL004,2025-04-19 10:30:00,60,업무 만족도 및 고충 상담 | 교육 및 개발 기회 논의,피드백 반영 | 다음 주까지 검토,2025-05-19,3.5,완료
MTG002535,EMP066,TL004,2025-05-19 10:00:00,30,업무 관련 어려움 및 지원 사항 | 교육 및 개발 기회 논의 | 커리어 개발 논의,다음 주까지 검토,2025-06-20,4.4,완료
MTG002536,EMP066,TL004,2025-06-12 16:00:00,60,커리어 개발 논의 | 업무 만족도 및 고충 상담 | 성과 목표 검토 및 조정,다음 분기까지 완료,2025-07-09,3.6,완료
MTG002537,EMP066,TL004,2025-07-18 14:30:00,45,개인 역량 개발 계획 | 업무 만족도 및 고충 상담 | 커리어 개발 논의,피드백 반영,2025-08-18,4.4,완료
MTG002538,EMP066,TL004,2025-08-06 12:30:00,45,업무 진행 상황 점검 | 개인 역량 개발 계획 | 업무 만족도 및 고충 상담,다음 분기까지 검토,2025-09-10,5.0,완료
MTG002539,EMP066,TL004,2025-09-19 15:00:00,30,교육 및 개발 기회 논의 | 개인 역량 개발 계획 | 팀 협업 및 커뮤니케이션,교육 신청 | 이번 달 내 실행,2025-10-21,4.3,완료
MTG002540,EMP066,TL004,2025-09-30 12:00:00,45,최근 프로젝트 피드백 | 성과 목표 검토 및 조정,다음 주까지 완료 | 프로젝트 배정,2025-11-04,4.3,완료
MTG002541,EMP067,TL004,2023-01-25 13:00:00,45,업무 관련 어려움 및 지원 사항 | 업무 만족도 및 고충 상담 | 성과 목표 검토 및 조정,교육 신청 | 이번 달 내 완료,2023-02-28,4.7,완료
MTG002542,EMP067,TL004,2023-02-15 14:00:00,60,팀 협업 및 커뮤니케이션 | 업무 관련 어려움 및 지원 사항,프로젝트 배정,2023-03-20,4.3,완료
MTG002543,EMP067,TL004,2023-03-25 15:00:00,60,팀 협업 및 커뮤니케이션 | 교육 및 개발 기회 논의 | 차기 평가 준비,피드백 반영 | 다음 주까지 완료,2023-04-24,4.7,완료
MTG002544,EMP067,TL004,2023-04-12 13:30:00,45,업무 만족도 및 고충 상담 | 업무 관련 어려움 및 지원 사항,프로젝트 배정 | 이번 달 내 실행,2023-05-09,4.6,완료
MTG002545,EMP067,TL004,2023-05-24 15:30:00,30,최근 프로젝트 피드백 | 성과 목표 검토 및 조정 | 교육 및 개발 기회 논의,다음 분기까지 실행,2023-06-22,3.8,완료
MTG002546,EMP067,TL004,2023-06-28 11:00:00,30,개인 역량 개발 계획 | 팀 협업 및 커뮤니케이션 | 업무 관련 어려움 및 지원 사항,다음 주까지 실행 | 역량 개발 계획 수립,2023-07-25,3.7,완료
MTG002547,EMP067,TL004,2023-07-06 11:00:00,45,커리어 개발 논의 | 업무 만족도 및 고충 상담,피드백 반영 | 다음 주까지 검토,2023-08-06,4.8,완료
MTG002548,EMP067,TL004,2023-08-26 12:30:00,30,개인 역량 개발 계획 | 업무 만족도 및 고충 상담 | 성과 목표 검토 및 조정,다음 분기까지 실행 | 교육 신청,2023-09-23,4.1,완료
MTG002549,EMP067,TL004,2023-09-18 16:30:00,60,커리어 개발 논의 | 팀 협업 및 커뮤니케이션 | 업무 관련 어려움 및 지원 사항,역량 개발 계획 수립 | 다음 분기까지 완료,2023-10-13,4.9,완료
MTG002550,EMP067,TL004,2023-10-16 15:00:00,30,업무 만족도 및 고충 상담 | 최근 프로젝트 피드백 | 커리어 개발 논의,다음 분기까지 완료,2023-11-16,3.9,완료
MTG002551,EMP067,TL004,2023-11-02 12:00:00,45,커리어 개발 논의 | 업무 진행 상황 점검,피드백 반영,2023-12-06,4.0,완료
MTG002552,EMP067,TL004,2023-12-25 14:30:00,30,업무 관련 어려움 및 지원 사항 | 팀 협업 및 커뮤니케이션 | 커리어 개발 논의,프로젝트 배정 | 다음 주까지 실행,2024-01-27,5.0,완료
MTG002553,EMP067,TL004,2024-01-07 14:30:00,45,성과 목표 검토 및 조정 | 커리어 개발 논의,역량 개발 계획 수립 | 이번 달 내 검토,2024-02-02,4.7,완료
MTG002554,EMP067,TL004,2024-02-22 15:00:00,30,성과 목표 검토 및 조정 | 최근 프로젝트 피드백 | 개인 역량 개발 계획,다음 주까지 실행,2024-03-21,3.7,완료
MTG002555,EMP067,TL004,2024-03-16 12:00:00,30,최근 프로젝트 피드백 | 팀 협업 및 커뮤니케이션,역량 개발 계획 수립,2024-04-12,4.8,완료
MTG002556,EMP067,TL004,2024-04-14 12:30:00,30,개인 역량 개발 계획 | 교육 및 개발 기회 논의 | 성과 목표 검토 및 조정,이번 달 내 완료 | 프로젝트 배정,2024-05-14,4.9,완료
MTG002557,EMP067,TL004,2024-05-01 16:00:00,60,차기 평가 준비 | 성과 목표 검토 및 조정,다음 주까지 완료,2024-06-05,4.2,완료
MTG002558,EMP067,TL004,2024-06-02 16:00:00,45,업무 진행 상황 점검 | 커리어 개발 논의,교육 신청 | 이번 달 내 완료,2024-07-03,4.1,완료
MTG002559,EMP067,TL004,2024-06-30 13:30:00,60,교육 및 개발 기회 논의 | 업무 만족도 및 고충 상담 | 최근 프로젝트 피드백,이번 달 내 실행,2024-07-27,4.8,완료
MTG002560,EMP067,TL004,2024-08-02 14:00:00,60,커리어 개발 논의 | 최근 프로젝트 피드백,프로젝트 배정,2024-09-01,3.7,완료
MTG002561,EMP067,TL004,2024-09-05 13:30:00,45,개인 역량 개발 계획 | 업무 진행 상황 점검,다음 주까지 검토,2024-10-01,4.1,완료
MTG002562,EMP067,TL004,2024-10-05 16:30:00,30,업무 관련 어려움 및 지원 사항 | 최근 프로젝트 피드백,피드백 반영,2024-11-05,4.8,완료
MTG002563,EMP067,TL004,2024-11-13 12:30:00,30,업무 진행 상황 점검 | 업무 만족도 및 고충 상담 | 차기 평가 준비,피드백 반영 | 다음 분기까지 검토,2024-12-17,4.9,완료
MTG002564,EMP067,TL004,2024-11-30 11:30:00,45,최근 프로젝트 피드백 | 개인 역량 개발 계획,교육 신청,2024-12-30,4.4,완료
MTG002565,EMP067,TL004,2025-01-15 10:00:00,45,성과 목표 검토 및 조정 | 차기 평가 준비,다음 분기까지 실행,2025-02-13,4.6,완료
MTG002566,EMP067,TL004,2025-02-01 10:30:00,30,업무 관련 어려움 및 지원 사항 | 업무 진행 상황 점검,프로젝트 배정,2025-03-08,3.6,완료
MTG002567,EMP067,TL004,2025-03-05 16:00:00,45,개인 역량 개발 계획 | 교육 및 개발 기회 논의 | 성과 목표 검토 및 조정,프로젝트 배정,2025-04-07,4.3,완료
MTG002568,EMP067,TL004,2025-04-10 11:00:00,30,차기 평가 준비 | 교육 및 개발 기회 논의,다음 분기까지 완료 | 교육 신청,2025-05-11,4.9,완료
MTG002569,EMP067,TL004,2025-05-05 16:30:00,30,성과 목표 검토 및 조정 | 팀 협업 및 커뮤니케이션 | 커리어 개발 논의,프로젝트 배정 | 다음 분기까지 실행,2025-06-09,4.8,완료
MTG002570,EMP067,TL004,2025-06-09 16:30:00,60,팀 협업 및 커뮤니케이션 | 교육 및 개발 기회 논의 | 개인 역량 개발 계획,교육 신청 | 다음 주까지 완료,2025-07-07,3.7,완료
MTG002571,EMP067,TL004,2025-07-11 10:00:00,45,업무 관련 어려움 및 지원 사항 | 업무 진행 상황 점검 | 성과 목표 검토 및 조정,다음 주까지 실행 | 프로젝트 배정,2025-08-05,3.6,완료
MTG002572,EMP067,TL004,2025-08-01 10:00:00,45,개인 역량 개발 계획 | 최근 프로젝트 피드백 | 업무 만족도 및 고충 상담,피드백 반영,2025-09-02,4.8,완료
MTG002573,EMP067,TL004,2025-08-27 15:30:00,60,팀 협업 및 커뮤니케이션 | 성과 목표 검토 및 조정 | 최근 프로젝트 피드백,이번 달 내 검토 | 역량 개발 계획 수립,2025-09-21,4.9,완료
MTG002574,EMP067,TL004,2025-10-13 12:30:00,60,최근 프로젝트 피드백 | 개인 역량 개발 계획,다음 분기까지 완료,2025-11-08,4.0,완료
MTG002575,EMP067,TL004,2025-11-03 15:00:00,60,업무 관련 어려움 및 지원 사항 | 커리어 개발 논의 | 팀 협업 및 커뮤니케이션,이번 달 내 완료,2025-11-28,4.3,완료
MTG002576,EMP068,TL004,2023-01-15 16:30:00,60,업무 진행 상황 점검 | 차기 평가 준비 | 업무 만족도 및 고충 상담,다음 분기까지 실행 | 교육 신청,2023-02-14,4.9,완료
MTG002577,EMP068,TL004,2023-02-18 16:30:00,30,성과 목표 검토 및 조정 | 교육 및 개발 기회 논의 | 차기 평가 준비,피드백 반영,2023-03-20,3.7,완료
MTG002578,EMP068,TL004,2023-03-08 16:00:00,45,개인 역량 개발 계획 | 팀 협업 및 커뮤니케이션 | 커리어 개발 논의,다음 주까지 검토 | 역량 개발 계획 수립,2023-04-12,4.6,완료
MTG002579,EMP068,TL004,2023-04-25 13:00:00,60,차기 평가 준비 | 업무 만족도 및 고충 상담 | 성과 목표 검토 및 조정,다음 주까지 완료,2023-05-24,3.7,완료
MTG002580,EMP068,TL004,2023-05-05 12:30:00,30,교육 및 개발 기회 논의 | 업무 만족도 및 고충 상담,프로젝트 배정,2023-06-03,4.1,완료
MTG002581,EMP068,TL004,2023-06-03 14:00:00,30,팀 협업 및 커뮤니케이션 | 차기 평가 준비,피드백 반영 | 이번 달 내 실행,2023-06-28,4.9,완료
MTG002582,EMP068,TL004,2023-07-06 11:30:00,60,업무 진행 상황 점검 | 개인 역량 개발 계획 | 교육 및 개발 기회 논의,목표 수정,2023-08-02,4.0,완료
MTG002583,EMP068,TL004,2023-08-18 11:30:00,30,차기 평가 준비 | 성과 목표 검토 및 조정,이번 달 내 실행,2023-09-20,4.3,완료
MTG002584,EMP068,TL004,2023-09-16 14:00:00,45,차기 평가 준비 | 개인 역량 개발 계획,다음 주까지 검토,2023-10-12,3.8,완료
MTG002585,EMP068,TL004,2023-10-20 11:00:00,60,업무 만족도 및 고충 상담 | 교육 및 개발 기회 논의 | 개인 역량 개발 계획,다음 분기까지 완료,2023-11-18,3.9,완료
MTG002586,EMP068,TL004,2023-11-12 12:00:00,45,최근 프로젝트 피드백 | 업무 만족도 및 고충 상담,다음 주까지 완료 | 교육 신청,2023-12-13,3.6,완료
MTG002587,EMP068,TL004,2023-12-05 15:00:00,45,업무 관련 어려움 및 지원 사항 | 교육 및 개발 기회 논의 | 성과 목표 검토 및 조정,다음 분기까지 검토 | 프로젝트 배정,2024-01-02,4.6,완료
MTG002588,EMP068,TL004,2024-01-13 16:30:00,45,팀 협업 및 커뮤니케이션 | 개인 역량 개발 계획,역량 개발 계획 수립 | 다음 주까지 실행,2024-02-09,4.6,완료
MTG002589,EMP068,TL004,2024-02-10 14:30:00,60,최근 프로젝트 피드백 | 개인 역량 개발 계획 | 교육 및 개발 기회 논의,이번 달 내 완료,2024-03-07,3.9,완료
MTG002590,EMP068,TL004,2024-03-07 13:00:00,30,업무 진행 상황 점검 | 최근 프로젝트 피드백,피드백 반영,2024-04-05,4.5,완료
MTG002591,EMP068,TL004,2024-04-03 14:30:00,45,커리어 개발 논의 | 성과 목표 검토 및 조정 | 업무 만족도 및 고충 상담,역량 개발 계획 수립 | 이번 달 내 실행,2024-05-02,5.0,완료
MTG002592,EMP068,TL004,2024-05-12 13:30:00,60,개인 역량 개발 계획 | 업무 관련 어려움 및 지원 사항 | 커리어 개발 논의,이번 달 내 실행,2024-06-16,3.6,완료
MTG002593,EMP068,TL004,2024-05-28 16:30:00,45,커리어 개발 논의 | 최근 프로젝트 피드백,이번 달 내 완료 | 교육 신청,2024-06-23,3.8,완료
MTG002594,EMP068,TL004,2024-07-08 13:00:00,45,최근 프로젝트 피드백 | 차기 평가 준비,피드백 반영,2024-08-04,4.6,완료
MTG002595,EMP068,TL004,2024-08-15 11:00:00,30,개인 역량 개발 계획 | 업무 관련 어려움 및 지원 사항 | 차기 평가 준비,다음 주까지 완료,2024-09-17,3.7,완료
MTG002596,EMP068,TL004,2024-08-25 12:30:00,60,업무 만족도 및 고충 상담 | 팀 협업 및 커뮤니케이션 | 업무 관련 어려움 및 지원 사항,프로젝트 배정,2024-09-20,4.5,완료
